"OPEN_MONTH","OPEN_QUARTER","SHOW_TM","NATION_NM","TOP_COMPANY_NM","PRI_GENRE_NM","WATCH_GRADE_NM","SERIES","NAVER_CMT_NN","NAVER_EX_PT","ORI_BOOK","AUDI_ACC","AUDI_ACC_PRED"
"2","1",74,"덴마크","기타","어드벤처","전체관람가","0",2.12710479836481,0,"0",180618,26644.8333709756
"2","1",110,"미국","기타","드라마","15세이상관람가","0",2.55870857053317,2.87966920563205,"0",177483,107248.645391038
"6","2",127,"미국","(주)팝엔터테인먼트","공포","15세이상관람가","0",1.43136376415899,2.19312459835446,"0",177145,16304.1959451615
"10","4",114,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","15세이상관람가","0",2.21748394421391,0,"0",175152,476429.880077284
"3","1",122,"대만","기타","멜로","12세이상관람가","0",1.60205999132796,2.55266821611219,"0",172941,17524.9462983729
"3","1",124,"미국","이십세기폭스코리아(주)","코미디","12세이상관람가","0",2.44404479591808,3.35945602012099,"0",171577,348782.824125746
"9","3",107,"미국","이십세기폭스코리아(주)","SF","청소년관람불가","0",2.00432137378264,2.54157924394658,"0",170878,123642.103040935
"9","3",109,"한국","기타","드라마","12세이상관람가","0",2.3541084391474,0,"0",170446,186934.807167437
"3","1",108,"한국","기타","코미디","12세이상관람가","0",2.26717172840301,3.37162192717602,"0",169855,113562.682767097
"8","3",100,"일본","(주)넥스트엔터테인먼트월드(NEW)","애니메이션","전체관람가","0",2.39794000867204,3.22193559982801,"0",166252,104627.147992964
"2","1",115,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","15세이상관람가","0",1.47712125471966,0,"0",163729,104589.181800582
"9","3",103,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","0",1,1.84509804001426,"0",157689,19426.1473915021
"9","3",101,"미국","워너브러더스 코리아(주)","애니메이션","전체관람가","0",1.95904139232109,3.33223641549144,"0",154966,233313.16773652
"4","2",96,"일본","기타","애니메이션","전체관람가","1",2.7160033436348,4.11567706511584,"0",150226,145405.708254917
"1","1",110,"한국","기타","드라마","전체관람가","0",2.29446622616159,0,"0",146148,254722.968332073
"2","1",113,"일본","기타","애니메이션","전체관람가","0",2.8494194137969,0,"0",145751,27584.8842524336
"3","1",108,"한국","(주)영화사 진진","드라마","15세이상관람가","0",2.85369821177617,0,"0",143490,202184.045005822
"4","2",81,"한국","씨제이이앤엠(주)","애니메이션","전체관람가","0",2.33243845991561,3.1078880251828,"0",141592,228761.910939372
"2","1",88,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","0",2.50242711998443,3.88541776511094,"0",141025,205840.070258397
"4","2",101,"한국","기타","미스터리","청소년관람불가","0",1.69897000433602,2.74507479158206,"0",140849,11600.5005291415
"2","1",110,"미국","기타","액션","15세이상관람가","0",2.09342168516224,0,"0",139541,118314.74259464
"1","1",111,"미국","롯데쇼핑㈜롯데엔터테인먼트","드라마","15세이상관람가","0",2.03342375548695,2.96661098668193,"0",136134,205073.001871649
"4","2",119,"영국","기타","드라마","12세이상관람가","0",1.5910646070265,0,"0",135797,13230.5666205067
"1","1",48,"한국","기타","애니메이션","전체관람가","0",2.46389298898591,3.09621458534641,"0",135478,65948.0062427157
"2","1",119,"미국","유니버설픽쳐스인터내셔널 코리아(유)","드라마","청소년관람불가","0",2.04139268515822,3.54195347445824,"1",134029,186401.892422719
"6","2",109,"한국","이십세기폭스코리아(주)","범죄","청소년관람불가","0",2.50242711998443,3.25333800532611,"0",133553,419384.07309421
"11","4",117,"미국","이십세기폭스코리아(주)","범죄","청소년관람불가","0",2.33243845991561,0,"0",133272,247639.602125304
"8","3",82,"영국","기타","다큐멘터리","전체관람가","0",1.6232492903979,0,"0",132602,7623.57471237076
"6","2",98,"영국","기타","드라마","12세이상관람가","0",2.25767857486918,0,"0",130153,12103.7016108659
"11","4",132,"미국","(주)넥스트엔터테인먼트월드(NEW)","드라마","15세이상관람가","0",1.72427586960079,0,"0",126870,79426.33688124
"9","3",96,"미국","기타","멜로","15세이상관람가","0",1.50514997831991,2.91645394854993,"0",126439,21459.6194871649
"2","1",89,"스페인","롯데쇼핑㈜롯데엔터테인먼트","애니메이션","전체관람가","0",2.04139268515822,3.22453306260609,"0",124112,106726.031897966
"8","3",105,"한국","기타","공포","15세이상관람가","0",2.26951294421792,3.29972515397564,"1",120802,162226.746002363
"11","4",80,"미국","유니버설픽쳐스인터내셔널 코리아(유)","공포","15세이상관람가","0",1.70757017609794,0,"0",118286,87504.8804546649
"1","1",101,"미국","기타","액션","청소년관람불가","1",2.89320675305985,3.49037992000318,"0",116119,497443.92260036
"10","4",97,"한국","(주)넥스트엔터테인먼트월드(NEW)","드라마","청소년관람불가","0",3.13289976994448,0,"0",111927,282132.797899853
"4","2",101,"미국","기타","드라마","12세이상관람가","0",1.77085201164214,2.95472479097906,"1",111008,26251.6665590055
"4","2",100,"미국","유니버설픽쳐스인터내셔널 코리아(유)","멜로","12세이상관람가","0",1.34242268082221,0,"0",109313,43639.8824419797
"11","4",122,"프랑스","유니버설픽쳐스인터내셔널 코리아(유)","드라마","전체관람가","0",1.85125834871908,0,"0",109160,40221.2476114333
"10","4",102,"한국","(주)넥스트엔터테인먼트월드(NEW)","드라마","15세이상관람가","0",1.5910646070265,0,"0",109019,69181.4338878381
"6","2",78,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","0",1.04139268515823,3.02284061087653,"0",108896,21755.2028219241
"10","4",116,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","0",2.15533603746506,2.74663419893758,"0",108551,391233.458974738
"2","1",140,"미국","이십세기폭스코리아(주)","스릴러","청소년관람불가","0",1.32221929473392,2.48713837547719,"1",108344,56312.3107681137
"3","1",157,"미국","기타","전쟁","15세이상관람가","0",2.45331834004704,0,"0",107104,113846.768089439
"4","2",130,"미국","기타","액션","15세이상관람가","0",2.17897694729317,2.9237619608287,"0",105340,102134.977995286
"12","4",86,"미국","기타","공포","15세이상관람가","0",1.46239799789896,0,"0",104936,12481.406315236
"5","2",113,"한국","기타","코미디","15세이상관람가","0",2.24303804868629,0,"0",103627,307050.89456585
"2","1",146,"미국","기타","전쟁","12세이상관람가","0",1.89762709129044,0,"1",102195,35119.2227601397
"11","4",96,"미국","유니버설픽쳐스인터내셔널 코리아(유)","애니메이션","전체관람가","0",1.43136376415899,2.58771096501891,"1",101665,56175.3562213431
"8","3",95,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","15세이상관람가","0",2.19865708695442,0,"0",101460,123240.263913573
"1","1",107,"미국","기타","액션","12세이상관람가","0",2.77378644498119,3.0484418035504,"0",100021,231638.338931104
"1","1",124,"미국","워너브러더스 코리아(주)","드라마","청소년관람불가","0",1.9731278535997,0,"0",98866,150733.129989602
"10","4",87,"기타","기타","애니메이션","전체관람가","0",1.9731278535997,0,"0",98575,33234.7587695036
"8","3",81,"한국","기타","다큐멘터리","15세이상관람가","0",2.13987908640124,3.36921585741014,"0",98231.0000000001,54140.7105737322
"4","2",120,"한국","기타","SF","15세이상관람가","0",2.63748972951251,0,"0",97555.0000000001,464813.645518299
"2","1",160,"미국","기타","드라마","15세이상관람가","0",2.17318626841227,3.13545069934551,"1",94749.9999999999,119167.98764368
"2","1",84,"독일","기타","애니메이션","전체관람가","0",1.79239168949825,2.11058971029925,"0",94179.0000000001,24430.6498364291
"11","4",100,"미국","기타","어드벤처","전체관람가","1",2.54530711646582,3.17580163284828,"1",93690.9999999999,224421.073272526
"3","1",108,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","0",2.89209460269048,0,"0",93239,118210.169260817
"11","4",105,"한국","씨제이이앤엠(주)","드라마","12세이상관람가","0",2.58994960132571,0,"0",92404,245199.231869972
"11","4",105,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","12세이상관람가","0",1.36172783601759,0,"0",90840,45771.3509046648
"9","3",78,"스페인","기타","애니메이션","전체관람가","0",2.11394335230684,2.96801571399364,"0",89358.0000000001,51766.7579654227
"5","2",115,"스웨덴","기타","드라마","12세이상관람가","0",2.31597034545692,3.24551266781415,"1",89103,40665.7610605402
"8","3",85,"영국","(주)박수엔터테인먼트","애니메이션","전체관람가","0",2.22271647114758,3.0948203803548,"0",85568,45838.81719297
"6","2",83,"독일","기타","애니메이션","전체관람가","0",2.48572142648158,2.64443858946784,"0",81136.0000000001,59417.8527618152
"8","3",93,"한국","기타","멜로","15세이상관람가","0",1.65321251377534,3.08098704691089,"0",80754,14872.251613215
"11","4",101,"미국","기타","범죄","15세이상관람가","0",1.51851393987789,2.47567118832443,"0",79812,11489.65326145
"7","3",90,"러시아","기타","애니메이션","전체관람가","0",2.28555730900777,2.7664128471124,"0",78440,48521.251481292
"2","1",106,"미국","기타","액션","15세이상관람가","0",2.02530586526477,3.01029995663981,"1",78070.0000000001,74308.8451719805
"7","3",93,"미국","기타","액션","15세이상관람가","0",1.17609125905568,1.96378782734556,"0",77794,4420.25380650149
"1","1",97,"호주","기타","SF","15세이상관람가","0",2.78247262416629,3.12123145514962,"1",76803,34100.1140767213
"4","2",89,"미국","유니버설픽쳐스인터내셔널 코리아(유)","미스터리","15세이상관람가","0",2.01703333929878,3.02530586526477,"0",73548.9999999999,87697.4054346509
"6","2",109,"미국","기타","드라마","12세이상관람가","0",2.06818586174616,3.08242630086077,"0",71362,59323.1023141902
"8","3",111,"프랑스","기타","드라마","청소년관람불가","0",2.59217675739587,0,"0",71264,29085.5052002235
"8","3",118,"미국","기타","공포","청소년관람불가","0",1.99563519459755,2.82151352840477,"1",69786,48834.5283572527
"2","1",72,"한국","기타","판타지","전체관람가","0",2.51982799377572,2.99956548822598,"0",69303,35805.3242162115
"3","1",116,"미국","기타","드라마","청소년관람불가","0",2.00432137378264,0,"0",68794,59249.8886262158
"1","1",96,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","12세이상관람가","0",2.60097289568675,0,"0",67167,344821.664319887
"9","3",56,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","0",2.38560627359831,3.30621050816776,"0",67026.9999999999,134648.22742766
"5","2",98,"중국","기타","SF","12세이상관람가","0",2.3654879848909,0,"0",66219.0000000001,14282.2756677789
"6","2",91,"영국","기타","스릴러","청소년관람불가","0",2.22530928172586,0,"0",66216,14572.7732036078
"4","2",133,"미국","기타","드라마","15세이상관람가","0",2.73239375982297,2.89153745767256,"0",66074,172451.098369063
"2","1",113,"미국","기타","가족","전체관람가","0",1.7481880270062,2.63548374681491,"0",65887,38865.1181665887
"12","4",97,"영국","기타","스릴러","청소년관람불가","0",1.97772360528885,0,"0",65493.0000000001,9398.71816277139
"12","4",95,"스페인","기타","드라마","15세이상관람가","0",2.06818586174616,0,"0",64449.0000000001,9575.17829154855
"4","2",82,"이탈리아","기타","애니메이션","전체관람가","0",1.41497334797082,1.81954393554187,"0",64405,24321.122994102
"12","4",105,"미국","기타","범죄","청소년관람불가","0",2.03342375548695,0,"0",63329,25478.5828105514
"10","4",115,"미국","기타","액션","청소년관람불가","0",1.32221929473392,0,"0",63108.0000000001,12670.4563749474
"10","4",113,"미국","유니버설픽쳐스인터내셔널 코리아(유)","드라마","15세이상관람가","0",1.04139268515823,0,"0",62382.9999999999,13915.782550289
"5","2",100,"한국","기타","액션","청소년관람불가","0",1.70757017609794,0,"0",61414,8240.01166859733
"6","2",117,"덴마크","기타","드라마","청소년관람불가","1",1.82607480270083,2.75511226639507,"0",60265,26431.4158874205
"8","3",102,"미국","워너브러더스 코리아(주)","코미디","청소년관람불가","0",1.89209460269048,0,"0",60048,94843.5047011965
"12","4",89,"캐나다","(주)팝엔터테인먼트","애니메이션","전체관람가","0",1.11394335230684,1.55630250076729,"0",57674,17604.3821111662
"3","1",94,"프랑스","기타","미스터리","15세이상관람가","0",2.26007138798507,0,"0",57652,20762.2965715281
"9","3",96,"미국","기타","멜로","12세이상관람가","0",1.5910646070265,2.13987908640124,"0",57331,13400.0797256649
"3","1",118,"한국","기타","드라마","15세이상관람가","0",1.66275783168157,0,"0",57185.9999999999,10351.3764005686
"4","2",71,"한국","기타","애니메이션","전체관람가","0",2.2718416065365,2.62013605497376,"0",56835.0000000001,36190.8063476421
"12","4",121,"미국","기타","액션","15세이상관람가","0",1.38021124171161,2.10720996964787,"0",56350,13327.0767078887
"10","4",113,"한국","(주)넥스트엔터테인먼트월드(NEW)","드라마","15세이상관람가","0",2.08278537031645,3.17666993266815,"0",55342,372141.538181248
"2","1",118,"호주","기타","드라마","15세이상관람가","0",1.8750612633917,3.07627625540422,"1",55330,37272.8452391587
"11","4",136,"중국","기타","드라마","전체관람가","0",2.11394335230684,0,"0",55000,19472.8173494455
"7","3",92,"미국","기타","액션","15세이상관람가","0",1.6232492903979,0,"0",54511,11033.180206272
"5","2",104,"한국","기타","다큐멘터리","전체관람가","0",1.23044892137827,0,"0",53500,5478.20221294389
"12","4",104,"영국","(주)팝엔터테인먼트","드라마","청소년관람불가","0",1.95424250943932,3.47596158919242,"0",53121,58990.7748785713
"2","1",111,"일본","와이드 릴리즈(주)","애니메이션","12세이상관람가","0",2.48572142648158,4.09289601092186,"0",52816,112234.221065261
"4","2",100,"한국","기타","액션","15세이상관람가","0",1.82607480270083,2.41995574848976,"0",52618,12921.8122878734
"4","2",104,"한국","기타","드라마","청소년관람불가","0",2.61278385671974,0,"0",52597,91218.7474091084
"3","1",93,"미국","기타","코미디","15세이상관람가","0",1.14612803567824,0,"0",52193,7175.76645312103
"6","2",100,"한국","기타","애니메이션","전체관람가","0",2.35793484700045,0,"0",52010,63931.3214194855
"10","4",114,"한국","기타","드라마","15세이상관람가","0",1.93449845124357,3.22608411597582,"0",51207,83831.6301993197
"10","4",92,"한국","기타","다큐멘터리","전체관람가","0",1.27875360095283,2.48572142648158,"0",50274,7439.90384163805
"10","4",78,"한국","기타","다큐멘터리","전체관람가","0",1.25527250510331,2.29666519026153,"0",49605,4652.09315159455
"1","1",179,"프랑스","기타","드라마","청소년관람불가","0",1.90308998699194,0,"1",49374,23903.2182905134
"12","4",109,"기타","기타","드라마","청소년관람불가","0",2.07554696139253,2.81624129999178,"0",48985,18912.2602012338
"2","1",92,"프랑스","(주)박수엔터테인먼트","애니메이션","전체관람가","0",1.30102999566398,1.66275783168157,"0",48944,18081.601467437
"2","1",79,"프랑스","기타","애니메이션","전체관람가","0",2.50379068305718,0,"1",48710,58600.1225772131
"8","3",97,"미국","유니버설픽쳐스인터내셔널 코리아(유)","스릴러","15세이상관람가","0",2.00432137378264,2.59549622182557,"0",47226,54800.5449629019
"5","2",99,"한국","기타","드라마","12세이상관람가","0",3.16316137497702,0,"0",47105,101434.14164853
"10","4",104,"일본","기타","애니메이션","전체관람가","0",1.44715803134222,2.68484536164441,"0",46913,14848.7513872252
"11","4",103,"미국","(주)넥스트엔터테인먼트월드(NEW)","액션","15세이상관람가","0",1.69897000433602,2.81624129999178,"0",46781,94089.3560679724
"4","2",122,"미국","기타","드라마","15세이상관람가","0",1.55630250076729,2.95856388322197,"0",46589,22516.0604284368
"6","2",107,"일본","기타","드라마","12세이상관람가","1",2.22010808804005,2.79379038469082,"0",46468,20868.2904941833
"10","4",91,"스페인","기타","애니메이션","전체관람가","0",1.14612803567824,0,"0",46330,24835.2418375014
"4","2",101,"미국","기타","드라마","15세이상관람가","0",1.27875360095283,0,"0",44689,9467.75370001163
"3","1",105,"미국","기타","액션","청소년관람불가","0",1.81954393554187,0,"0",44546,36249.3735183221
"10","4",87,"미국","기타","애니메이션","12세이상관람가","0",1.44715803134222,0,"0",43978,16065.1558294546
"11","4",90,"미국","기타","판타지","15세이상관람가","0",1.89209460269048,2.64246452024212,"0",43613,23022.9429660758
"10","4",98,"한국","기타","코미디","15세이상관람가","0",2.15836249209525,2.06445798922692,"0",41054,11985.3202265629
"2","1",80,"한국","기타","애니메이션","전체관람가","0",2.14921911265538,3.2817149700273,"0",41041,75291.0587763573
"7","3",100,"일본","(주)넥스트엔터테인먼트월드(NEW)","공포","15세이상관람가","0",2.2405492482826,2.91907809237607,"1",41023,114630.216831673
"7","3",114,"일본","기타","애니메이션","12세이상관람가","0",1.41497334797082,3.10754912974469,"0",37764,14910.7222559428
"1","1",125,"영국","유니버설픽쳐스인터내셔널 코리아(유)","드라마","12세이상관람가","0",1.63346845557959,2.69460519893357,"0",37300,38097.3111939535
"11","4",95,"캐나다","기타","드라마","15세이상관람가","0",1.60205999132796,2.09342168516224,"0",37241,3619.25397502264
"12","4",102,"미국","기타","드라마","15세이상관람가","0",1.44715803134222,0,"0",36068,25529.6007085285
"10","4",113,"일본","기타","드라마","12세이상관람가","0",1.98677173426624,3.10311925354571,"1",35429,28727.2049161069
"1","1",92,"미국","(주)영화사 진진","드라마","12세이상관람가","0",1.68124123737559,2.48713837547719,"1",35318,8833.25007203251
"1","1",116,"미국","유니버설픽쳐스인터내셔널 코리아(유)","드라마","청소년관람불가","0",1.7160033436348,2.59769518592551,"1",34616,42713.1604244248
"6","2",101,"미국","이십세기폭스코리아(주)","코미디","12세이상관람가","0",1.43136376415899,2.64836001098093,"0",32789,47094.3392559759
"5","2",99,"영국","기타","드라마","15세이상관람가","0",1.17609125905568,2.37291200297011,"0",32070,9008.64434034765
"8","3",91,"한국","기타","액션","청소년관람불가","0",2.00432137378264,2.98091193777684,"0",31640,33985.138407855
"4","2",82,"한국","기타","다큐멘터리","전체관람가","0",1.27875360095283,0,"0",31265,5147.16772369193
"10","4",108,"한국","(주)영화사 진진","드라마","12세이상관람가","0",1.27875360095283,0,"0",31048,5697.95077467566
"9","3",90,"미국","기타","멜로","청소년관람불가","0",2.00432137378264,2.35793484700045,"0",30140,14798.8368415207
"9","3",109,"영국","기타","드라마","15세이상관람가","0",0.954242509439325,1.88649072517248,"1",29992,8759.59341203974
"3","1",98,"프랑스","기타","어드벤처","전체관람가","1",1.72427586960079,2.35602585719312,"0",29308,31579.1872953973
"11","4",102,"한국","기타","사극","15세이상관람가","0",2.10720996964787,3.15745676813423,"0",29294,73358.9396765824
"10","4",97,"미국","기타","멜로","12세이상관람가","0",1.23044892137827,2.46239799789896,"1",29283,10361.1553255294
"1","1",120,"미국","이십세기폭스코리아(주)","어드벤처","전체관람가","0",1.32221929473392,1.77815125038364,"0",29236,47214.1311332979
"11","4",88,"미국","기타","멜로","15세이상관람가","0",1.76342799356294,2.83758843823551,"0",29217,21236.2279240567
"4","2",86,"한국","기타","다큐멘터리","전체관람가","0",2.44247976906445,3.5585885831082,"0",28324,86560.941015089
"8","3",124,"일본","기타","애니메이션","12세이상관람가","0",1.98227123303957,2.8234742291703,"0",28121,10539.0783765819
"11","4",74,"러시아","(주)박수엔터테인먼트","애니메이션","전체관람가","0",2.28780172993023,2.39269695325967,"0",28082,25358.8792061326
"12","4",124,"미국","유니버설픽쳐스인터내셔널 코리아(유)","코미디","청소년관람불가","0",2.55388302664387,3.04336227802113,"0",27858,216139.186848729
"12","4",81,"기타","기타","애니메이션","전체관람가","0",2.00432137378264,0,"0",27463,40126.176565048
"5","2",82,"프랑스","기타","멜로","12세이상관람가","0",1.86923171973098,2.45788189673399,"0",27203,7846.16146340087
"9","3",69,"기타","(주)박수엔터테인먼트","애니메이션","전체관람가","0",0.477121254719662,1.61278385671974,"0",26739,14846.27693206
"3","1",93,"미국","기타","액션","15세이상관람가","0",1.79934054945358,2.6570558528571,"0",26262,26262.6524185145
"10","4",75,"노르웨이","와이드 릴리즈(주)","애니메이션","전체관람가","0",2.0899051114394,2.33041377334919,"0",26185,27768.5452356492
"4","2",107,"한국","기타","드라마","15세이상관람가","0",1.47712125471966,2.55022835305509,"1",25652,7970.39536627897
"10","4",86,"러시아","(주)박수엔터테인먼트","애니메이션","전체관람가","0",1.07918124604762,1.92941892571429,"0",25556,19420.0478948273
"3","1",154,"프랑스","기타","드라마","청소년관람불가","0",1.74036268949424,0,"0",25309,13588.5760801852
"11","4",100,"한국","기타","드라마","12세이상관람가","0",1.69897000433602,2.90363251608424,"0",24823,10951.7596767218
"7","3",115,"프랑스","기타","드라마","청소년관람불가","0",1.70757017609794,0,"1",24815,19806.9133392818
"2","1",77,"호주","기타","애니메이션","전체관람가","0",1.20411998265592,1.77085201164214,"0",24787,19378.60209264
"6","2",64,"일본","(주)박수엔터테인먼트","애니메이션","15세이상관람가","0",1.7481880270062,3.01703333929878,"0",24492,22565.3129496055
"11","4",163,"일본","기타","코미디","12세이상관람가","0",2.71096311899528,0,"0",24444,18038.194373012
"7","3",126,"일본","기타","드라마","청소년관람불가","0",1.32221929473392,2.42324587393681,"1",24381,8952.92891162785
"7","3",115,"미국","기타","범죄","청소년관람불가","0",1.55630250076729,2.63848925695464,"0",24268,19100.4714407846
"2","1",96,"한국","기타","다큐멘터리","전체관람가","0",2.16731733474818,0,"0",24163,21508.5658966211
"4","2",133,"한국","기타","드라마","청소년관람불가","0",1.47712125471966,0,"1",23605,8744.59966240819
"10","4",94,"미국","기타","코미디","청소년관람불가","0",2.72754125702856,3.04257551244019,"0",23597,48922.3608592201
"3","1",98,"영국","와이드 릴리즈(주)","액션","15세이상관람가","0",2.35983548233989,2.85973856619715,"0",23306,30000.8248155534
"1","1",83,"독일","기타","애니메이션","전체관람가","0",2.10380372095596,2.56466606425209,"1",23014,67094.7509964409
"5","2",142,"미국","기타","스릴러","15세이상관람가","0",1.90848501887865,2.21748394421391,"0",22770,23652.9631326956
"8","3",102,"독일","기타","다큐멘터리","전체관람가","0",0.954242509439325,0,"0",22600,4784.89351605534
"5","2",94,"일본","기타","애니메이션","12세이상관람가","0",2.07188200730613,2.50242711998443,"0",22407,8285.39490207368
"6","2",110,"미국","기타","드라마","12세이상관람가","0",0.954242509439325,2.48000694295715,"0",21978,9661.59768847752
"3","1",88,"덴마크","(주)팝엔터테인먼트","스릴러","12세이상관람가","0",1.65321251377534,1.88081359228079,"0",21405,9021.47972530932
"8","3",140,"미국","기타","범죄","청소년관람불가","0",1.57978359661681,0,"0",21088,24651.1506684347
"10","4",75,"중국","기타","애니메이션","전체관람가","0",1.67209785793572,2.06445798922692,"0",21053,25652.6866975356
"4","2",90,"스페인","와이드 릴리즈(주)","스릴러","15세이상관람가","0",1.76342799356294,2.68663626926229,"0",20961,14259.1803981519
"1","1",114,"미국","기타","드라마","12세이상관람가","0",1.76342799356294,2.70500795933334,"0",20448,38354.7885658403
"7","3",108,"독일","(주)팝엔터테인먼트","코미디","15세이상관람가","0",1.20411998265592,1,"0",20195,6142.61388872462
"1","1",90,"미국","기타","공포","청소년관람불가","0",2.08635983067475,0,"0",20116,20927.1642505789
"9","3",75,"한국","기타","다큐멘터리","12세이상관람가","0",3.82542611776782,0,"0",20085,46446.3925113655
"3","1",117,"한국","기타","드라마","15세이상관람가","0",1.5910646070265,0,"0",20041,9729.19117972412
"2","1",112,"미국","유니버설픽쳐스인터내셔널 코리아(유)","코미디","15세이상관람가","0",0.778151250383644,0,"0",19623,19876.7535013375
"10","4",111,"캐나다","기타","드라마","15세이상관람가","0",1.93449845124357,3.11494441571258,"0",19596,36529.5794823194
"12","4",75,"러시아","기타","애니메이션","전체관람가","0",0.903089986991944,1.83884909073726,"0",19445,17015.2277036867
"6","2",108,"영국","기타","코미디","15세이상관람가","0",1.27875360095283,2.35983548233989,"0",19376,9628.3136643087
"7","3",94,"미국","기타","범죄","청소년관람불가","0",1.79934054945358,2.57863920996807,"0",19287,11297.5715697743
"1","1",128,"러시아","기타","드라마","15세이상관람가","0",1.04139268515823,1.95424250943932,"0",19221,5831.99388153466
"1","1",96,"일본","기타","애니메이션","전체관람가","0",2.06069784035361,0,"0",18940,37302.3306305966
"3","1",94,"미국","기타","액션","15세이상관람가","0",1.75587485567249,2.18752072083646,"0",18740,17140.5130990011
"12","4",168,"캐나다","기타","멜로","15세이상관람가","0",1.64345267648619,0,"0",18705,9338.07697775361
"9","3",86,"한국","기타","다큐멘터리","전체관람가","0",1.43136376415899,0,"0",18113,6063.84727729199
"9","3",106,"미국","기타","액션","청소년관람불가","0",2.59769518592551,0,"0",17916,190751.099892947
"6","2",103,"한국","씨제이이앤엠(주)","멜로","12세이상관람가","0",1.74036268949424,0,"0",17797,24225.8812804739
"5","2",136,"덴마크","(주)팝엔터테인먼트","드라마","15세이상관람가","0",1.46239799789896,0,"0",17766,13143.6706229609
"7","3",73,"노르웨이","(주)팝엔터테인먼트","애니메이션","전체관람가","0",0.698970004336019,1.17609125905568,"0",17463,16280.5527726049
"2","1",96,"한국","기타","다큐멘터리","12세이상관람가","0",2.42160392686983,3.123198075032,"0",17449,32672.4669483254
"1","1",106,"미국","기타","드라마","15세이상관람가","0",1.41497334797082,2.65513843481138,"0",17410,23043.8097254399
"11","4",99,"한국","(주)팝엔터테인먼트","드라마","청소년관람불가","0",2.33041377334919,0,"0",17403,22119.2500078074
"12","4",107,"영국","기타","멜로","15세이상관람가","0",2.22271647114758,2.74507479158206,"1",17324,16792.7573002198
"7","3",115,"일본","기타","드라마","전체관람가","0",1.30102999566398,0,"0",17322,8564.46276874459
"5","2",106,"프랑스","기타","드라마","15세이상관람가","0",0,0,"0",17303,3975.83630465346
"3","1",88,"중국","(주)박수엔터테인먼트","애니메이션","전체관람가","0",0.954242509439325,1.51851393987789,"0",17290,18501.2421007071
"10","4",108,"한국","기타","스릴러","청소년관람불가","0",1.95424250943932,2.88024177589548,"0",17190,46707.6203645531
"4","2",102,"미국","기타","드라마","15세이상관람가","0",2.74973631556906,0,"1",16912,83799.9301618267
"6","2",81,"독일","(주)박수엔터테인먼트","애니메이션","전체관람가","0",0.845098040014257,1.04139268515823,"0",16685,15114.538325801
"12","4",60,"일본","기타","애니메이션","전체관람가","0",2.19312459835446,2.51982799377572,"0",16620,30228.1129738543
"1","1",110,"한국","기타","다큐멘터리","12세이상관람가","0",1.7481880270062,2.91592721169712,"0",16577,23753.7434701382
"8","3",95,"미국","기타","액션","15세이상관람가","0",2.77378644498119,2.63447727016073,"1",16555,117754.142103107
"11","4",110,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","15세이상관람가","0",1.54406804435028,0,"1",16356,37607.7480221059
"8","3",83,"한국","기타","다큐멘터리","전체관람가","0",1.6232492903979,2.4996870826184,"0",16202,9542.56029421242
"7","3",127,"미국","기타","드라마","12세이상관람가","0",1.88081359228079,2.83505610172012,"0",16029,35552.4614060573
"4","2",121,"기타","기타","드라마","전체관람가","0",1.49136169383427,2.44404479591808,"0",15974,9992.65847018899
"2","1",77,"한국","씨제이이앤엠(주)","애니메이션","전체관람가","0",1.99563519459755,0,"0",15386,148822.9686825
"4","2",85,"프랑스","기타","애니메이션","전체관람가","0",1.91381385238372,2.34439227368511,"0",15315,38195.3720884293
"7","3",93,"미국","기타","드라마","15세이상관람가","0",1.63346845557959,2.45178643552429,"0",15039,10949.2498473093
"2","1",129,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","1",1.74036268949424,2.12057393120585,"0",15023,150286.32104153
"2","1",132,"일본","기타","드라마","전체관람가","0",1.84509804001426,0,"1",15017,17485.1430973012
"1","1",93,"스페인","기타","애니메이션","15세이상관람가","0",0.698970004336019,0,"0",15001,8190.41448999313
"11","4",121,"한국","기타","드라마","15세이상관람가","0",1.53147891704226,2.29225607135648,"0",14848,6224.46200177939
"2","1",103,"중국","기타","코미디","15세이상관람가","0",2.73559889969818,3.11327469246435,"0",14767,20700.2741281833
"1","1",95,"미국","기타","범죄","청소년관람불가","0",1.69897000433602,0,"0",14744,11379.8529520013
"3","1",87,"한국","기타","미스터리","15세이상관람가","0",2.70586371228392,3.1044871113124,"0",14386,46434.3494203553
"6","2",91,"인도","(주)팝엔터테인먼트","애니메이션","전체관람가","0",1.11394335230684,1.44715803134222,"0",14261,19463.7084311184
