"OPEN_MONTH","OPEN_QUARTER","SHOW_TM","NATION_NM","TOP_COMPANY_NM","PRI_GENRE_NM","WATCH_GRADE_NM","SERIES","NAVER_CMT_NN","NAVER_EX_PT","ORI_BOOK","AUDI_ACC"
"9","3",135,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","15세이상관람가","1",329,0,"0",1015711
"9","3",96,"미국","워너브러더스 코리아(주)","공포","15세이상관람가","0",67,445,"0",1011580
"1","1",114,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","15세이상관람가","0",280,0,"0",1006947
"3","1",138,"미국","기타","드라마","15세이상관람가","0",111,0,"1",1006833
"2","1",100,"미국","기타","애니메이션","전체관람가","0",360,0,"0",1006075
"7","3",102,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","12세이상관람가","0",58,170,"0",1002858
"10","4",88,"미국","유니버설픽쳐스인터내셔널 코리아(유)","스릴러","청소년관람불가","0",537,2623,"0",999047
"1","1",101,"한국","(주)넥스트엔터테인먼트월드(NEW)","드라마","15세이상관람가","0",565,4301,"0",990104
"9","3",110,"한국","기타","코미디","12세이상관람가","0",156,0,"0",989021
"4","2",122,"한국","씨제이이앤엠(주)","범죄","청소년관람불가","0",290,1932,"1",987420
"3","1",110,"한국","씨제이이앤엠(주)","범죄","15세이상관람가","0",144,0,"0",986547
"8","3",125,"한국","기타","코미디","15세이상관람가","0",606,4930,"0",984265
"9","3",95,"미국","이십세기폭스코리아(주)","코미디","전체관람가","0",221,0,"0",979739
"2","1",117,"미국","기타","액션","12세이상관람가","0",460,0,"0",979509
"1","1",120,"한국","기타","드라마","15세이상관람가","0",261,0,"0",977470
"11","4",91,"한국","기타","스릴러","15세이상관람가","0",1391,0,"0",975462
"9","3",129,"한국","씨제이이앤엠(주)","사극","전체관람가","0",487,3583,"0",971194
"10","4",101,"한국","기타","코미디","12세이상관람가","0",168,5789,"0",970373
"6","2",123,"미국","이십세기폭스코리아(주)","SF","청소년관람불가","1",221,0,"0",970275
"5","2",112,"한국","롯데쇼핑㈜롯데엔터테인먼트","코미디","12세이상관람가","0",826,0,"0",963634
"12","4",151,"미국","기타","액션","12세이상관람가","1",276,5642,"0",959577
"2","1",114,"미국","워너브러더스 코리아(주)","판타지","12세이상관람가","0",143,0,"0",956154
"1","1",123,"한국","(주)넥스트엔터테인먼트월드(NEW)","드라마","12세이상관람가","0",785,10731,"1",955175
"8","3",98,"미국","롯데쇼핑㈜롯데엔터테인먼트","멜로","12세이상관람가","0",107,0,"0",953871
"5","2",119,"한국","씨제이이앤엠(주)","범죄","청소년관람불가","0",1013,3041,"0",951797
"12","4",85,"벨기에","기타","애니메이션","전체관람가","0",202,0,"0",946615
"12","4",114,"미국","기타","어드벤처","12세이상관람가","0",241,13,"1",941672
"5","2",98,"미국","씨제이이앤엠(주)","애니메이션","전체관람가","1",334,0,"0",941615
"6","2",110,"미국","워너브러더스 코리아(주)","멜로","12세이상관람가","0",349,5859,"1",939658
"2","1",110,"한국","기타","스릴러","15세이상관람가","0",175,0,"0",937029
"3","1",116,"미국","유니버설픽쳐스인터내셔널 코리아(유)","공포","15세이상관람가","0",88,520,"0",936431
"1","1",77,"한국","씨제이이앤엠(주)","애니메이션","전체관람가","0",153,0,"0",929985
"10","4",98,"미국","워너브러더스 코리아(주)","공포","15세이상관람가","1",125,6159,"0",925813
"9","3",98,"미국","유니버설픽쳐스인터내셔널 코리아(유)","애니메이션","전체관람가","1",370,0,"0",925108
"9","3",132,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","15세이상관람가","0",377,2669,"0",921317
"3","1",126,"미국","기타","어드벤처","12세이상관람가","0",127,2439,"0",918678
"12","4",108,"미국","기타","애니메이션","전체관람가","0",228,0,"0",918183
"12","4",100,"미국","기타","드라마","15세이상관람가","0",62,0,"0",915359
"12","4",85,"벨기에","씨제이이앤엠(주)","애니메이션","전체관람가","0",99,0,"0",904145
"2","1",123,"영국","기타","액션","15세이상관람가","0",494,1387,"0",903175
"10","4",119,"한국","(주)넥스트엔터테인먼트월드(NEW)","코미디","15세이상관람가","0",73,0,"0",900054
"7","3",138,"한국","워너브러더스 코리아(주)","SF","15세이상관람가","0",1088,2941,"0",897548
"3","1",100,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","0",151,0,"0",893027
"9","3",134,"미국","워너브러더스 코리아(주)","공포","15세이상관람가","1",204,6267,"1",888386
"1","1",91,"미국","기타","애니메이션","전체관람가","1",181,0,"0",884885
"1","1",95,"미국","기타","애니메이션","전체관람가","1",196,0,"0",875481
"8","3",84,"한국","(주)넥스트엔터테인먼트월드(NEW)","애니메이션","전체관람가","0",25,205,"0",874967
"2","1",97,"미국","이십세기폭스코리아(주)","액션","15세이상관람가","0",29,0,"0",873396
"11","4",93,"미국","기타","액션","12세이상관람가","1",609,0,"0",873079
"7","3",84,"한국","(주)넥스트엔터테인먼트월드(NEW)","공포","15세이상관람가","0",1919,0,"0",872594
"11","4",98,"한국","씨제이이앤엠(주)","스릴러","15세이상관람가","0",269,0,"0",870785
"9","3",110,"미국","기타","애니메이션","전체관람가","1",476,0,"0",870065
"8","3",104,"미국","기타","애니메이션","전체관람가","1",122,0,"0",869805
"5","2",93,"한국","기타","공포","15세이상관람가","0",564,0,"0",867386
"11","4",113,"미국","이십세기폭스코리아(주)","드라마","12세이상관람가","0",267,2952,"1",864757
"6","2",109,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","0",105,2640,"0",858402
"3","1",102,"한국","기타","범죄","청소년관람불가","0",259,8238,"0",855980
"11","4",122,"미국","롯데쇼핑㈜롯데엔터테인먼트","어드벤처","15세이상관람가","1",439,14780,"1",854377
"2","1",122,"한국","씨제이이앤엠(주)","멜로","12세이상관람가","0",362,11032,"0",848148
"2","1",113,"한국","기타","멜로","15세이상관람가","0",315,0,"0",844103
"5","2",129,"한국","이십세기폭스코리아(주)","드라마","15세이상관람가","0",512,2929,"0",837500
"3","1",132,"미국","기타","SF","12세이상관람가","0",116,0,"1",837426
"5","2",117,"한국","롯데쇼핑㈜롯데엔터테인먼트","코미디","15세이상관람가","0",114,0,"0",831804
"7","3",107,"한국","씨제이이앤엠(주)","판타지","15세이상관람가","0",259,7780,"0",827918
"7","3",97,"미국","유니버설픽쳐스인터내셔널 코리아(유)","공포","15세이상관람가","0",178,3097,"0",825517
"12","4",78,"한국","(주)넥스트엔터테인먼트월드(NEW)","애니메이션","전체관람가","0",46,2730,"0",824079
"2","1",121,"한국","롯데쇼핑㈜롯데엔터테인먼트","코미디","15세이상관람가","0",373,0,"0",821918
"9","3",112,"영국","기타","액션","15세이상관람가","0",102,1479,"0",821419
"9","3",122,"미국","유니버설픽쳐스인터내셔널 코리아(유)","코미디","15세이상관람가","1",633,3519,"1",820995
"12","4",121,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","0",129,1575,"1",809755
"11","4",136,"미국","롯데쇼핑㈜롯데엔터테인먼트","액션","15세이상관람가","1",296,13214,"1",806709
"3","1",118,"영국","기타","드라마","12세이상관람가","0",101,0,"1",806248
"11","4",94,"미국","기타","애니메이션","전체관람가","1",120,0,"0",800062
"11","4",103,"한국","기타","드라마","12세이상관람가","0",8779,48999,"0",799275
"6","2",119,"미국","이십세기폭스코리아(주)","액션","15세이상관람가","0",107,0,"0",791173
"6","2",106,"한국","씨제이이앤엠(주)","공포","15세이상관람가","0",494,0,"0",790954
"12","4",127,"한국","기타","사극","15세이상관람가","0",524,8746,"0",790158
"1","1",130,"미국","씨제이이앤엠(주)","액션","15세이상관람가","1",231,0,"0",784031
"2","1",108,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","청소년관람불가","0",216,0,"0",773996
"3","1",99,"미국","기타","미스터리","청소년관람불가","0",84,333,"1",773649
"8","3",122,"한국","씨제이이앤엠(주)","액션","15세이상관람가","0",371,0,"0",771699
"8","3",120,"한국","롯데쇼핑㈜롯데엔터테인먼트","사극","12세이상관람가","0",93,0,"0",768971
"8","3",119,"한국","기타","드라마","청소년관람불가","0",136,364,"0",768442
"5","2",109,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","15세이상관람가","0",112,523,"0",765963
"2","1",83,"기타","기타","애니메이션","전체관람가","0",122,0,"1",765315
"1","1",106,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","청소년관람불가","1",559,9388,"0",765259
"3","1",106,"미국","롯데쇼핑㈜롯데엔터테인먼트","SF","15세이상관람가","0",894,4457,"1",764072
"5","2",101,"미국","이십세기폭스코리아(주)","애니메이션","전체관람가","1",1653,939,"0",761404
"11","4",121,"한국","기타","드라마","15세이상관람가","0",393,1700,"0",757430
"8","3",125,"미국","이십세기폭스코리아(주)","드라마","12세이상관람가","0",296,2251,"1",744387
"1","1",111,"한국","기타","액션","15세이상관람가","0",257,0,"0",742475
"3","1",97,"미국","기타","액션","15세이상관람가","1",164,1325,"0",731551
"11","4",123,"한국","씨제이이앤엠(주)","스릴러","청소년관람불가","0",536,0,"0",731212
"12","4",116,"미국","기타","애니메이션","12세이상관람가","1",80,600,"0",723450
"9","3",105,"한국","기타","액션","15세이상관람가","0",331,1274,"0",723414
"10","4",97,"한국","기타","드라마","15세이상관람가","0",84,690,"0",720558
"3","1",113,"미국","기타","멜로","전체관람가","0",168,4666,"0",716386
"6","2",121,"한국","(주)넥스트엔터테인먼트월드(NEW)","드라마","청소년관람불가","0",176,0,"0",714102
"5","2",122,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","1",463,1984,"0",709734
"7","3",92,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","전체관람가","0",462,0,"0",707748
"8","3",125,"한국","기타","드라마","12세이상관람가","1",1739,7290,"0",703024
"5","2",105,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","15세이상관람가","0",74,0,"0",699973
"5","2",119,"미국","롯데쇼핑㈜롯데엔터테인먼트","SF","12세이상관람가","0",357,2385,"0",696412
"9","3",105,"한국","롯데쇼핑㈜롯데엔터테인먼트","멜로","15세이상관람가","0",200,0,"0",693101
"10","4",121,"미국","유니버설픽쳐스인터내셔널 코리아(유)","미스터리","15세이상관람가","0",101,2279,"1",689071
"8","3",107,"미국","기타","드라마","12세이상관람가","0",188,0,"0",682712
"7","3",105,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","12세이상관람가","0",233,6795,"0",681945
"5","2",97,"미국","유니버설픽쳐스인터내셔널 코리아(유)","애니메이션","전체관람가","1",84,2592,"0",680606
"7","3",67,"한국","씨제이이앤엠(주)","애니메이션","전체관람가","0",18,320,"0",678091
"2","1",92,"미국","씨제이이앤엠(주)","애니메이션","전체관람가","1",164,2126,"0",675966
"7","3",106,"한국","(주)넥스트엔터테인먼트월드(NEW)","공포","15세이상관람가","0",645,0,"0",670295
"1","1",116,"미국","유니버설픽쳐스인터내셔널 코리아(유)","어드벤처","12세이상관람가","0",188,3472,"0",668576
"10","4",141,"미국","유니버설픽쳐스인터내셔널 코리아(유)","SF","12세이상관람가","0",87,473,"1",665364
"2","1",90,"미국","기타","애니메이션","전체관람가","0",251,0,"1",665096
"10","4",110,"독일","롯데쇼핑㈜롯데엔터테인먼트","액션","12세이상관람가","0",117,0,"0",657564
"11","4",106,"한국","(주)넥스트엔터테인먼트월드(NEW)","드라마","15세이상관람가","0",440,8738,"1",654407
"2","1",103,"미국","기타","액션","12세이상관람가","0",124,0,"1",654386
"12","4",113,"미국","롯데쇼핑㈜롯데엔터테인먼트","SF","12세이상관람가","0",1126,0,"1",654212
"1","1",103,"한국","기타","멜로","15세이상관람가","0",284,8071,"0",652453
"7","3",87,"프랑스","롯데쇼핑㈜롯데엔터테인먼트","다큐멘터리","전체관람가","0",112,0,"0",650994
"4","2",114,"한국","기타","코미디","12세이상관람가","0",1100,5211,"1",646412
"6","2",92,"한국","롯데쇼핑㈜롯데엔터테인먼트","액션","15세이상관람가","0",392,5209,"0",645922
"7","3",96,"미국","이십세기폭스코리아(주)","애니메이션","전체관람가","1",228,0,"0",645191
"8","3",109,"일본","기타","애니메이션","전체관람가","1",1263,0,"0",644216
"11","4",132,"미국","기타","드라마","12세이상관람가","0",61,0,"1",641099
"5","2",127,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","12세이상관람가","0",270,0,"0",636631
"3","1",108,"한국","(주)넥스트엔터테인먼트월드(NEW)","스릴러","청소년관람불가","0",738,3993,"0",634953
"1","1",120,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","15세이상관람가","0",507,0,"0",632299
"2","1",116,"미국","유니버설픽쳐스인터내셔널 코리아(유)","SF","12세이상관람가","0",1465,2339,"1",629322
"12","4",122,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","12세이상관람가","0",403,13233,"1",628576
"7","3",100,"일본","기타","애니메이션","전체관람가","1",928,0,"0",628423
"9","3",95,"미국","워너브러더스 코리아(주)","드라마","12세이상관람가","0",277,2082,"1",627102
"1","1",113,"스페인","롯데쇼핑㈜롯데엔터테인먼트","액션","12세이상관람가","0",307,0,"0",622572
"11","4",97,"미국","기타","애니메이션","전체관람가","0",135,0,"0",622286
"12","4",78,"러시아","기타","애니메이션","전체관람가","1",114,4126,"0",618598
"10","4",109,"미국","이십세기폭스코리아(주)","SF","12세이상관람가","0",117,0,"0",616943
"10","4",125,"한국","롯데쇼핑㈜롯데엔터테인먼트","스릴러","15세이상관람가","0",276,2717,"0",616481
"11","4",118,"미국","롯데쇼핑㈜롯데엔터테인먼트","액션","15세이상관람가","1",176,1974,"1",612328
"6","2",115,"한국","(주)넥스트엔터테인먼트월드(NEW)","액션","15세이상관람가","0",141,0,"1",611685
"9","3",111,"한국","롯데쇼핑㈜롯데엔터테인먼트","전쟁","12세이상관람가","0",1102,4085,"0",609063
"3","1",114,"미국","기타","드라마","15세이상관람가","0",107,0,"1",606841
"4","2",142,"미국","롯데쇼핑㈜롯데엔터테인먼트","액션","15세이상관람가","1",409,0,"0",606531
"11","4",115,"한국","기타","코미디","15세이상관람가","0",237,0,"0",605224
"9","3",104,"한국","(주)넥스트엔터테인먼트월드(NEW)","드라마","청소년관람불가","0",75,0,"0",602967
"12","4",87,"미국","이십세기폭스코리아(주)","액션","전체관람가","0",84,0,"0",599963
"4","2",107,"한국","롯데쇼핑㈜롯데엔터테인먼트","코미디","15세이상관람가","0",149,0,"1",599176
"6","2",116,"한국","씨제이이앤엠(주)","액션","청소년관람불가","0",377,2136,"0",599050
"8","3",105,"미국","기타","액션","15세이상관람가","0",50,0,"0",598373
"1","1",94,"독일","기타","애니메이션","전체관람가","0",435,0,"0",597142
"10","4",105,"미국","(주)넥스트엔터테인먼트월드(NEW)","멜로","12세이상관람가","0",76,0,"0",593630
"6","2",104,"한국","기타","액션","청소년관람불가","0",305,2734,"0",592041
"2","1",102,"미국","롯데쇼핑㈜롯데엔터테인먼트","범죄","15세이상관람가","0",45,0,"0",591841
"11","4",114,"한국","(주)넥스트엔터테인먼트월드(NEW)","코미디","15세이상관람가","0",2220,39795,"1",591125
"7","3",89,"영국","기타","스릴러","15세이상관람가","0",283,3483,"0",590036
"1","1",179,"미국","기타","범죄","청소년관람불가","0",165,0,"0",585082
"9","3",121,"한국","기타","코미디","15세이상관람가","0",131,0,"0",583183
"7","3",107,"미국","기타","드라마","전체관람가","0",115,0,"0",582698
"5","2",112,"미국","워너브러더스 코리아(주)","드라마","15세이상관람가","0",171,0,"0",582126
"12","4",106,"프랑스","기타","애니메이션","전체관람가","0",227,4537,"0",579130
"12","4",105,"미국","기타","공포","15세이상관람가","0",228,0,"0",577758
"5","2",108,"미국","롯데쇼핑㈜롯데엔터테인먼트","판타지","전체관람가","0",112,0,"0",576150
"1","1",78,"한국","(주)넥스트엔터테인먼트월드(NEW)","애니메이션","전체관람가","0",20,107,"0",575353
"3","1",120,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","15세이상관람가","0",253,2671,"0",573657
"9","3",129,"미국","롯데쇼핑㈜롯데엔터테인먼트","판타지","15세이상관람가","0",238,0,"0",571074
"10","4",119,"미국","기타","SF","청소년관람불가","0",43,0,"0",570010
"6","2",131,"미국","기타","액션","15세이상관람가","0",167,0,"0",569500
"2","1",116,"한국","롯데쇼핑㈜롯데엔터테인먼트","가족","12세이상관람가","0",275,0,"0",562156
"3","1",99,"미국","기타","액션","15세이상관람가","0",30,116,"0",561812
"9","3",111,"미국","기타","드라마","12세이상관람가","0",315,2473,"0",560620
"5","2",105,"아일랜드","기타","드라마","15세이상관람가","0",351,1449,"0",560578
"9","3",95,"미국","기타","액션","청소년관람불가","1",162,0,"0",558433
"1","1",103,"미국","기타","공포","15세이상관람가","0",97,2653,"0",554521
"7","3",94,"미국","이십세기폭스코리아(주)","애니메이션","전체관람가","1",147,2266,"0",553760
"12","4",89,"미국","유니버설픽쳐스인터내셔널 코리아(유)","애니메이션","전체관람가","0",25,292,"0",552962
"8","3",97,"미국","기타","액션","15세이상관람가","1",105,2497,"0",551897
"7","3",96,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","0",175,5836,"0",550728
"12","4",93,"한국","(주)넥스트엔터테인먼트월드(NEW)","애니메이션","전체관람가","0",46,192,"0",550059
"11","4",110,"한국","롯데쇼핑㈜롯데엔터테인먼트","멜로","12세이상관람가","0",689,0,"0",540972
"4","2",110,"한국","기타","다큐멘터리","15세이상관람가","0",299,945,"0",540558
"3","1",117,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","1",93,279,"0",540410
"5","2",100,"미국","기타","SF","12세이상관람가","0",265,0,"0",537920
"12","4",102,"일본","기타","애니메이션","전체관람가","0",148,4379,"1",535354
"1","1",107,"미국","이십세기폭스코리아(주)","애니메이션","전체관람가","0",150,835,"1",533776
"3","1",108,"한국","씨제이이앤엠(주)","미스터리","청소년관람불가","0",610,0,"0",531953
"5","2",147,"한국","기타","미스터리","청소년관람불가","0",6249,10341,"1",528153
"9","3",133,"한국","기타","드라마","12세이상관람가","0",210,0,"0",528149
"3","1",123,"한국","씨제이이앤엠(주)","스릴러","15세이상관람가","0",514,5888,"1",528007
"8","3",113,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","0",173,376,"0",527331
"1","1",112,"미국","이십세기폭스코리아(주)","멜로","청소년관람불가","0",201,0,"0",527077
"3","1",113,"한국","롯데쇼핑㈜롯데엔터테인먼트","스릴러","청소년관람불가","0",562,83,"0",526282
"4","2",90,"미국","롯데쇼핑㈜롯데엔터테인먼트","공포","15세이상관람가","0",71,213,"0",526073
"7","3",110,"일본","씨제이이앤엠(주)","애니메이션","12세이상관람가","1",811,0,"0",524914
"2","1",113,"미국","워너브러더스 코리아(주)","드라마","15세이상관람가","0",68,0,"1",522794
"3","1",108,"한국","(주)넥스트엔터테인먼트월드(NEW)","코미디","청소년관람불가","0",267,6556,"0",519983
"9","3",106,"미국","이십세기폭스코리아(주)","판타지","12세이상관람가","1",537,0,"0",519584
"1","1",123,"미국","롯데쇼핑㈜롯데엔터테인먼트","스릴러","15세이상관람가","0",596,1400,"0",518886
"12","4",99,"미국","기타","판타지","전체관람가","0",31,565,"0",518272
"11","4",120,"미국","기타","드라마","15세이상관람가","0",97,0,"1",517286
"8","3",116,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","12세이상관람가","0",338,2374,"0",515522
"8","3",88,"미국","기타","액션","청소년관람불가","0",178,0,"0",515074
"7","3",123,"미국","씨제이이앤엠(주)","액션","12세이상관람가","0",159,0,"0",514417
"9","3",112,"미국","기타","어드벤처","12세이상관람가","1",523,7616,"0",513202
"8","3",136,"프랑스","기타","액션","12세이상관람가","0",311,4415,"1",511931
"12","4",88,"일본","기타","애니메이션","전체관람가","0",93,0,"0",510996
"11","4",129,"한국","기타","드라마","12세이상관람가","0",395,12208,"0",510878
"9","3",139,"미국","기타","드라마","15세이상관람가","0",31,0,"1",509623
"12","4",97,"일본","기타","애니메이션","전체관람가","1",316,3695,"0",509555
"8","3",111,"일본","씨제이이앤엠(주)","애니메이션","12세이상관람가","1",738,18126,"0",507508
"2","1",116,"한국","기타","코미디","15세이상관람가","0",1106,0,"0",507257
"2","1",123,"미국","이십세기폭스코리아(주)","어드벤처","청소년관람불가","0",108,1623,"1",506261
"2","1",94,"일본","(주)넥스트엔터테인먼트월드(NEW)","애니메이션","전체관람가","1",202,14244,"0",503516
"2","1",103,"미국","유니버설픽쳐스인터내셔널 코리아(유)","판타지","12세이상관람가","0",628,1501,"0",501286
"2","1",133,"미국","기타","드라마","15세이상관람가","0",786,0,"1",498004
"6","2",118,"한국","롯데쇼핑㈜롯데엔터테인먼트","코미디","15세이상관람가","0",91,0,"0",497880
"12","4",114,"한국","롯데쇼핑㈜롯데엔터테인먼트","코미디","12세이상관람가","0",770,0,"0",492773
"6","2",95,"한국","롯데쇼핑㈜롯데엔터테인먼트","미스터리","15세이상관람가","1",743,0,"0",492465
"11","4",108,"한국","기타","코미디","15세이상관람가","0",102,0,"0",491207
"10","4",135,"미국","워너브러더스 코리아(주)","드라마","15세이상관람가","0",34,218,"0",490957
"10","4",103,"미국","기타","어드벤처","전체관람가","0",51,480,"0",490307
"11","4",111,"미국","기타","액션","15세이상관람가","1",78,0,"0",489855
"2","1",115,"한국","기타","드라마","12세이상관람가","0",4123,0,"0",489409
"7","3",108,"미국","기타","애니메이션","전체관람가","1",273,3006,"0",487916
"11","4",125,"한국","씨제이이앤엠(주)","드라마","15세이상관람가","0",318,5381,"0",487897
"4","2",120,"한국","롯데쇼핑㈜롯데엔터테인먼트","사극","15세이상관람가","0",2064,9015,"0",485083
"5","2",116,"한국","기타","가족","15세이상관람가","0",465,6385,"0",480987
"7","3",90,"한국","기타","미스터리","15세이상관람가","0",182,3750,"0",480528
"1","1",106,"한국","기타","코미디","12세이상관람가","0",1181,0,"0",480361
"4","2",108,"한국","기타","드라마","전체관람가","0",258,0,"0",478822
"1","1",85,"한국","기타","애니메이션","전체관람가","1",404,0,"0",478392
"1","1",117,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","12세이상관람가","0",821,5859,"0",476665
"2","1",106,"미국","롯데쇼핑㈜롯데엔터테인먼트","액션","15세이상관람가","1",323,1709,"0",475309
"7","3",122,"한국","기타","드라마","15세이상관람가","0",169,1025,"0",474137
"4","2",118,"한국","기타","멜로","15세이상관람가","1",364,2757,"0",472693
"12","4",83,"기타","롯데쇼핑㈜롯데엔터테인먼트","애니메이션","전체관람가","0",76,0,"0",472692
"6","2",112,"미국","씨제이이앤엠(주)","SF","12세이상관람가","0",171,0,"0",472118
"9","3",119,"한국","기타","드라마","청소년관람불가","0",113,0,"0",471547
"1","1",119,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","전체관람가","0",270,0,"0",471103
"8","3",112,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","1",365,11984,"0",470990
"6","2",137,"한국","씨제이이앤엠(주)","액션","청소년관람불가","0",1992,25803,"0",470105
"10","4",123,"중국","롯데쇼핑㈜롯데엔터테인먼트","액션","12세이상관람가","0",57,0,"1",468273
"1","1",124,"한국","기타","드라마","12세이상관람가","0",391,0,"0",467697
"1","1",129,"미국","기타","드라마","15세이상관람가","0",80,468,"0",466475
"10","4",111,"한국","씨제이이앤엠(주)","멜로","청소년관람불가","0",281,7380,"0",465749
"7","3",113,"미국","기타","애니메이션","전체관람가","0",88,0,"0",465607
"10","4",115,"일본","(주)넥스트엔터테인먼트월드(NEW)","드라마","12세이상관람가","0",314,4849,"1",465495
"3","1",113,"한국","씨제이이앤엠(주)","사극","청소년관람불가","0",292,7092,"1",465492
"2","1",108,"미국","기타","어드벤처","15세이상관람가","0",124,0,"0",464607
"6","2",94,"미국","롯데쇼핑㈜롯데엔터테인먼트","SF","15세이상관람가","0",44,0,"0",462176
"11","4",98,"미국","이십세기폭스코리아(주)","액션","12세이상관람가","0",73,0,"0",459535
"4","2",103,"미국","기타","SF","15세이상관람가","0",320,1716,"0",459421
"11","4",99,"한국","기타","액션","15세이상관람가","0",76,517,"0",459020
"8","3",141,"인도","기타","코미디","12세이상관람가","0",6082,39,"1",458988
"10","4",118,"한국","기타","드라마","15세이상관람가","0",2227,0,"0",451669
"9","3",96,"한국","기타","코미디","12세이상관람가","0",110,946,"0",450374
"1","1",172,"미국","(주)넥스트엔터테인먼트월드(NEW)","SF","청소년관람불가","0",1322,0,"1",449071
"3","1",126,"미국","이십세기폭스코리아(주)","드라마","12세이상관람가","0",373,1921,"1",448923
"8","3",112,"일본","씨제이이앤엠(주)","애니메이션","12세이상관람가","1",672,11174,"0",448381
"5","2",105,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","12세이상관람가","0",247,0,"0",447569
"1","1",130,"미국","롯데쇼핑㈜롯데엔터테인먼트","드라마","청소년관람불가","0",104,1085,"1",446664
"1","1",85,"미국","(주)넥스트엔터테인먼트월드(NEW)","공포","12세이상관람가","0",265,0,"0",446510
"11","4",110,"한국","(주)넥스트엔터테인먼트월드(NEW)","스릴러","15세이상관람가","0",263,2344,"0",446379
"12","4",62,"한국","(주)넥스트엔터테인먼트월드(NEW)","애니메이션","전체관람가","0",160,1000,"0",445014
"4","2",113,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","12세이상관람가","0",156,2702,"0",445009
"9","3",100,"미국","롯데쇼핑㈜롯데엔터테인먼트","액션","15세이상관람가","0",81,0,"0",444045
"1","1",157,"미국","기타","스릴러","청소년관람불가","1",66,0,"1",443889
"9","3",91,"한국","기타","다큐멘터리","전체관람가","0",185,0,"0",441707
"12","4",100,"미국","기타","액션","15세이상관람가","0",397,0,"0",437101
"1","1",94,"미국","(주)넥스트엔터테인먼트월드(NEW)","어드벤처","15세이상관람가","0",39,0,"0",435201
"3","1",131,"한국","(주)넥스트엔터테인먼트월드(NEW)","범죄","15세이상관람가","0",217,3962,"0",433825
"8","3",120,"한국","롯데쇼핑㈜롯데엔터테인먼트","사극","15세이상관람가","0",1243,5465,"0",431310
"1","1",72,"한국","기타","애니메이션","전체관람가","0",297,5861,"0",429569
"11","4",103,"한국","기타","드라마","청소년관람불가","0",473,0,"0",429141
"3","1",104,"미국","씨제이이앤엠(주)","애니메이션","전체관람가","0",115,0,"0",428896
"9","3",111,"한국","기타","스릴러","15세이상관람가","0",258,3593,"0",428429
"6","2",112,"한국","기타","스릴러","15세이상관람가","0",72,0,"0",428139
"4","2",89,"미국","기타","애니메이션","전체관람가","1",51,1621,"0",427764
"7","3",86,"한국","롯데쇼핑㈜롯데엔터테인먼트","공포","15세이상관람가","0",123,0,"0",425972
"1","1",106,"한국","씨제이이앤엠(주)","멜로","15세이상관람가","0",235,6851,"0",425799
"4","2",139,"미국","롯데쇼핑㈜롯데엔터테인먼트","SF","15세이상관람가","1",159,630,"1",424041
"11","4",114,"한국","기타","멜로","15세이상관람가","0",344,0,"0",424002
"2","1",112,"한국","기타","드라마","15세이상관람가","0",1534,0,"0",423026
"2","1",105,"한국","롯데쇼핑㈜롯데엔터테인먼트","사극","12세이상관람가","0",257,4290,"0",416303
"1","1",130,"미국","기타","드라마","12세이상관람가","0",22,98,"0",415508
"5","2",118,"한국","기타","멜로","청소년관람불가","0",200,4059,"0",414626
"2","1",100,"미국","유니버설픽쳐스인터내셔널 코리아(유)","공포","15세이상관람가","1",32,200,"0",412850
"5","2",126,"영국","워너브러더스 코리아(주)","판타지","12세이상관람가","0",347,1115,"0",412843
"7","3",90,"일본","(주)넥스트엔터테인먼트월드(NEW)","공포","15세이상관람가","0",540,1608,"0",410644
"1","1",70,"한국","(주)넥스트엔터테인먼트월드(NEW)","애니메이션","전체관람가","0",17,87,"0",410131
"11","4",94,"영국","기타","애니메이션","15세이상관람가","0",46,2242,"0",408322
