"OPEN_MONTH","OPEN_QUARTER","SHOW_TM","NATION_NM","TOP_COMPANY_NM","PRI_GENRE_NM","WATCH_GRADE_NM","SERIES","NAVER_CMT_NN","NAVER_EX_PT","ORI_BOOK","AUDI_ACC"
"11","4",102,"한국","기타","드라마","청소년관람불가","0",68,754,"0",13234
"4","2",104,"인도","(주)팝엔터테인먼트","멜로","12세이상관람가","0",70,295,"0",13213
"11","4",106,"미국","유니버설픽쳐스인터내셔널 코리아(유)","드라마","12세이상관람가","0",57,0,"0",13196
"7","3",78,"한국","기타","애니메이션","12세이상관람가","0",50,0,"0",13194
"9","3",96,"한국","기타","드라마","15세이상관람가","1",73,1736,"0",13193
"12","4",95,"한국","기타","드라마","12세이상관람가","0",73,841,"0",13130
"1","1",116,"미국","기타","드라마","15세이상관람가","0",32,244,"0",13130
"7","3",97,"한국","씨제이이앤엠(주)","드라마","15세이상관람가","0",446,0,"0",13118
"2","1",105,"프랑스","기타","드라마","15세이상관람가","0",33,511,"0",13113
"12","4",120,"스페인","기타","드라마","청소년관람불가","0",21,0,"1",13090
"3","1",119,"일본","기타","드라마","12세이상관람가","0",23,117,"0",13058
"9","3",132,"프랑스","씨제이이앤엠(주)","드라마","15세이상관람가","0",5,0,"0",13051
"4","2",120,"영국","(주)영화사 진진","코미디","15세이상관람가","0",90,403,"0",13035
"10","4",113,"중국","기타","멜로","15세이상관람가","0",26,309,"0",12990
"5","2",111,"프랑스","기타","멜로","15세이상관람가","0",39,0,"0",12983
"10","4",88,"한국","기타","애니메이션","전체관람가","0",230,272,"0",12943
"6","2",104,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","15세이상관람가","0",45,439,"0",12901
"3","1",82,"중국","(주)팝엔터테인먼트","애니메이션","전체관람가","0",74,45,"0",12876
"1","1",88,"미국","(주)영화사 진진","드라마","12세이상관람가","0",26,0,"0",12866
"10","4",96,"영국","기타","뮤지컬","15세이상관람가","0",50,282,"0",12859
"4","2",114,"일본","(주)영화사 진진","멜로","12세이상관람가","0",17,0,"0",12845
"4","2",125,"미국","기타","코미디","12세이상관람가","0",23,116,"0",12831
"10","4",102,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","청소년관람불가","0",454,0,"1",12827
"7","3",97,"기타","기타","드라마","청소년관람불가","0",11,0,"0",12806
"3","1",88,"미국","기타","다큐멘터리","12세이상관람가","0",16,1105,"0",12804
"9","3",140,"미국","기타","드라마","15세이상관람가","0",52,198,"0",12784
"9","3",87,"한국","기타","다큐멘터리","12세이상관람가","0",51,0,"0",12767
"3","1",98,"영국","기타","코미디","12세이상관람가","0",255,0,"0",12717
"7","3",104,"미국","(주)영화사 진진","범죄","15세이상관람가","0",57,178,"0",12713
"2","1",79,"한국","기타","코미디","전체관람가","0",185,0,"0",12696
"3","1",95,"일본","기타","공포","15세이상관람가","0",69,10,"0",12696
"4","2",88,"한국","기타","드라마","12세이상관람가","0",856,513,"1",12694
"9","3",120,"미국","기타","코미디","청소년관람불가","0",17,0,"0",12685
"11","4",81,"일본","기타","애니메이션","전체관람가","0",151,0,"0",12635
"6","2",82,"미국","유니버설픽쳐스인터내셔널 코리아(유)","애니메이션","전체관람가","0",72,0,"0",12631
"4","2",111,"미국","기타","드라마","전체관람가","0",14,0,"0",12572
"4","2",108,"미국","기타","범죄","15세이상관람가","0",30,0,"0",12557
"9","3",109,"한국","기타","드라마","15세이상관람가","0",25,392,"0",12547
"6","2",108,"캐나다","기타","드라마","청소년관람불가","0",47,0,"1",12545
"12","4",80,"기타","기타","애니메이션","전체관람가","0",47,189,"0",12542
"6","2",99,"한국","(주)영화사 진진","드라마","전체관람가","0",43,0,"0",12536
"11","4",90,"일본","(주)영화사 진진","드라마","전체관람가","0",40,0,"0",12491
"8","3",103,"미국","기타","코미디","청소년관람불가","0",114,175,"0",12487
"6","2",95,"미국","기타","액션","청소년관람불가","0",24,381,"0",12465
"5","2",107,"프랑스","기타","드라마","15세이상관람가","0",3,0,"0",12462
"1","1",82,"일본","기타","애니메이션","전체관람가","0",159,0,"0",12460
"8","3",119,"프랑스","기타","드라마","청소년관람불가","0",2,0,"0",12439
"6","2",93,"프랑스","기타","드라마","15세이상관람가","0",6,65,"0",12433
"8","3",48,"한국","기타","애니메이션","전체관람가","0",106,538,"0",12425
"12","4",98,"프랑스","기타","멜로","15세이상관람가","0",37,794,"0",12377
"4","2",116,"일본","기타","드라마","청소년관람불가","0",91,0,"0",12371
"7","3",142,"독일","(주)영화사 진진","드라마","15세이상관람가","0",10,0,"0",12367
"6","2",70,"한국","기타","다큐멘터리","12세이상관람가","0",125,0,"0",12311
"3","1",130,"일본","기타","드라마","15세이상관람가","0",15,0,"1",12260
"11","4",84,"프랑스","기타","애니메이션","전체관람가","0",49,0,"0",12249
"1","1",101,"한국","기타","멜로","청소년관람불가","0",124,1405,"0",12203
"11","4",113,"홍콩","기타","코미디","15세이상관람가","1",155,326,"0",12135
"12","4",92,"한국","와이드 릴리즈(주)","스릴러","청소년관람불가","0",61,2224,"0",12103
"10","4",108,"한국","기타","멜로","청소년관람불가","0",43,0,"0",12082
"2","1",111,"프랑스","기타","드라마","청소년관람불가","0",31,0,"0",12056
"10","4",61,"영국","(주)팝엔터테인먼트","애니메이션","전체관람가","0",19,0,"0",12054
"8","3",111,"프랑스","기타","드라마","12세이상관람가","0",12,0,"1",12049
"3","1",107,"중국","기타","액션","12세이상관람가","1",117,2434,"0",12048
"11","4",76,"한국","기타","다큐멘터리","전체관람가","0",179,0,"0",12033
"10","4",92,"미국","기타","다큐멘터리","전체관람가","0",13,243,"0",12032
"2","1",94,"일본","기타","애니메이션","전체관람가","0",11,59,"0",12031
"5","2",97,"미국","기타","드라마","청소년관람불가","0",371,221,"0",12031
"4","2",100,"덴마크","기타","드라마","15세이상관람가","0",94,267,"0",12026
"11","4",96,"한국","기타","다큐멘터리","전체관람가","0",33,312,"0",11999
"1","1",95,"미국","이십세기폭스코리아(주)","드라마","청소년관람불가","0",8,0,"0",11974
"11","4",100,"한국","기타","멜로","15세이상관람가","0",31,0,"0",11969
"12","4",91,"미국","기타","드라마","15세이상관람가","0",20,0,"0",11939
"6","2",89,"미국","기타","멜로","전체관람가","0",77,52,"0",11909
"12","4",98,"미국","기타","드라마","12세이상관람가","0",6,61,"0",11887
"10","4",84,"한국","기타","다큐멘터리","전체관람가","0",14,341,"0",11887
"10","4",124,"기타","(주)영화사 진진","드라마","12세이상관람가","0",3,0,"0",11879
"5","2",108,"독일","기타","드라마","15세이상관람가","0",2,78,"0",11876
"2","1",86,"일본","기타","애니메이션","전체관람가","0",849,0,"0",11830
"1","1",100,"미국","기타","스릴러","청소년관람불가","0",12,0,"0",11823
"8","3",97,"프랑스","기타","드라마","12세이상관람가","0",5,0,"0",11808
"3","1",81,"호주","기타","애니메이션","전체관람가","0",10,0,"0",11802
"11","4",93,"한국","기타","가족","청소년관람불가","0",84,1766,"0",11785
"4","2",106,"일본","기타","드라마","12세이상관람가","0",26,454,"1",11782
"1","1",90,"일본","기타","애니메이션","전체관람가","0",49,1210,"0",11777
"1","1",89,"미국","기타","코미디","청소년관람불가","0",262,0,"0",11774
"5","2",102,"프랑스","기타","드라마","15세이상관람가","0",8,99,"0",11743
"12","4",60,"한국","기타","애니메이션","전체관람가","0",89,235,"0",11735
"12","4",98,"영국","기타","드라마","15세이상관람가","0",38,0,"0",11728
"1","1",43,"영국","(주)박수엔터테인먼트","애니메이션","전체관람가","0",18,164,"0",11703
"3","1",75,"한국","기타","다큐멘터리","12세이상관람가","0",22,0,"0",11666
"5","2",96,"미국","(주)박수엔터테인먼트","판타지","15세이상관람가","0",20,639,"0",11662
"11","4",108,"한국","기타","드라마","15세이상관람가","0",160,0,"0",11655
"4","2",95,"한국","기타","공포","청소년관람불가","0",52,372,"0",11650
"11","4",97,"미국","기타","드라마","12세이상관람가","0",25,213,"0",11628
"1","1",112,"영국","기타","드라마","청소년관람불가","0",10,0,"0",11613
"5","2",107,"영국","기타","코미디","15세이상관람가","0",7,70,"0",11596
"10","4",89,"기타","기타","드라마","15세이상관람가","0",235,414,"0",11568
"10","4",126,"미국","기타","드라마","12세이상관람가","0",46,409,"1",11557
"5","2",74,"기타","기타","드라마","12세이상관람가","0",4,0,"0",11546
"10","4",109,"영국","기타","드라마","12세이상관람가","0",13,192,"0",11545
"10","4",107,"미국","기타","드라마","15세이상관람가","0",9,201,"0",11526
"9","3",88,"스페인","기타","공포","청소년관람불가","0",173,78,"0",11517
"2","1",95,"한국","기타","공포","15세이상관람가","0",57,673,"0",11484
"7","3",67,"기타","기타","애니메이션","전체관람가","0",65,0,"0",11469
"6","2",95,"미국","기타","멜로","15세이상관람가","0",12,48,"0",11424
"8","3",79,"한국","기타","다큐멘터리","전체관람가","0",9,0,"0",11418
"7","3",98,"홍콩","기타","코미디","12세이상관람가","0",434,0,"0",11414
"6","2",114,"일본","기타","드라마","전체관람가","0",8,0,"0",11403
"3","1",98,"한국","씨제이이앤엠(주)","미스터리","15세이상관람가","0",168,0,"0",11402
"11","4",62,"영국","기타","애니메이션","전체관람가","0",0,18,"0",11364
"2","1",152,"덴마크","기타","드라마","청소년관람불가","0",67,179,"0",11331
"11","4",118,"홍콩","기타","드라마","전체관람가","0",66,0,"0",11316
"3","1",115,"프랑스","기타","드라마","15세이상관람가","0",116,458,"0",11314
"5","2",83,"일본","(주)박수엔터테인먼트","애니메이션","15세이상관람가","0",14,103,"0",11302
"6","2",89,"미국","기타","범죄","청소년관람불가","0",10,78,"0",11287
"8","3",85,"한국","기타","다큐멘터리","전체관람가","0",47,291,"0",11263
"12","4",85,"일본","기타","애니메이션","전체관람가","0",59,0,"0",11221
"1","1",106,"한국","기타","다큐멘터리","15세이상관람가","0",33,209,"0",11198
"8","3",100,"미국","기타","드라마","청소년관람불가","0",43,282,"0",11164
"10","4",104,"일본","기타","애니메이션","전체관람가","0",80,0,"1",11162
"2","1",96,"일본","기타","애니메이션","전체관람가","0",31,0,"0",11161
"5","2",119,"중국","기타","액션","12세이상관람가","1",140,370,"0",11156
"10","4",108,"노르웨이","기타","드라마","15세이상관람가","0",81,385,"0",11143
"6","2",97,"기타","기타","드라마","전체관람가","0",16,270,"0",11135
"10","4",90,"미국","기타","스릴러","청소년관람불가","0",4,0,"0",11130
"8","3",125,"일본","기타","드라마","12세이상관람가","0",47,0,"1",11090
"4","2",127,"한국","(주)영화사 진진","드라마","15세이상관람가","0",38,0,"0",11085
"2","1",80,"덴마크","기타","애니메이션","전체관람가","0",34,0,"0",11061
"8","3",88,"미국","기타","드라마","15세이상관람가","0",26,309,"0",11048
"12","4",112,"미국","기타","공포","15세이상관람가","0",4,34,"0",11038
"1","1",65,"이탈리아","(주)팝엔터테인먼트","다큐멘터리","전체관람가","0",90,242,"0",11027
"11","4",115,"기타","기타","드라마","청소년관람불가","0",60,238,"0",11015
"12","4",108,"프랑스","(주)팝엔터테인먼트","스릴러","청소년관람불가","0",50,250,"0",11014
"12","4",109,"미국","기타","범죄","청소년관람불가","0",30,0,"0",10985
"9","3",95,"일본","기타","애니메이션","전체관람가","0",1,0,"0",10965
"9","3",114,"프랑스","기타","코미디","청소년관람불가","0",67,183,"0",10960
"3","1",73,"한국","기타","다큐멘터리","전체관람가","0",11,0,"0",10942
"8","3",117,"중국","기타","판타지","15세이상관람가","0",101,162,"0",10922
"10","4",86,"중국","기타","애니메이션","전체관람가","0",14,27,"0",10912
"6","2",88,"미국","기타","다큐멘터리","15세이상관람가","0",1,102,"0",10907
"11","4",104,"미국","기타","드라마","전체관람가","0",128,0,"0",10895
"11","4",94,"한국","기타","다큐멘터리","전체관람가","0",76,458,"0",10887
"3","1",83,"일본","기타","애니메이션","전체관람가","0",31,192,"0",10881
"9","3",98,"한국","기타","코미디","12세이상관람가","0",47,1041,"0",10854
"5","2",90,"미국","(주)팝엔터테인먼트","드라마","15세이상관람가","0",303,707,"0",10850
"2","1",108,"한국","기타","드라마","15세이상관람가","0",12,0,"0",10843
"3","1",105,"미국","기타","범죄","청소년관람불가","0",51,42,"0",10842
"8","3",120,"미국","기타","드라마","12세이상관람가","0",6,0,"0",10823
"11","4",99,"일본","기타","애니메이션","15세이상관람가","0",17,207,"0",10806
"3","1",116,"프랑스","기타","드라마","15세이상관람가","0",11,69,"0",10791
"11","4",102,"프랑스","기타","액션","15세이상관람가","0",16,77,"0",10768
"1","1",116,"덴마크","기타","드라마","15세이상관람가","0",32,0,"0",10761
"1","1",87,"캐나다","기타","공포","청소년관람불가","0",46,107,"0",10744
"2","1",98,"프랑스","기타","드라마","15세이상관람가","0",10,138,"0",10737
"9","3",114,"한국","기타","액션","15세이상관람가","0",233,479,"0",10710
"2","1",63,"일본","기타","애니메이션","전체관람가","0",179,208,"0",10681
"3","1",113,"중국","기타","액션","15세이상관람가","0",85,170,"0",10659
"2","1",93,"미국","유니버설픽쳐스인터내셔널 코리아(유)","애니메이션","12세이상관람가","0",129,0,"0",10654
"8","3",123,"한국","기타","드라마","12세이상관람가","0",27,202,"0",10652
"7","3",107,"기타","와이드 릴리즈(주)","코미디","15세이상관람가","0",272,1315,"0",10646
"6","2",102,"한국","기타","다큐멘터리","전체관람가","0",31,1251,"0",10639
"5","2",91,"한국","기타","코미디","15세이상관람가","0",128,0,"0",10618
"5","2",91,"미국","기타","드라마","청소년관람불가","0",3,0,"0",10615
"9","3",63,"한국","기타","애니메이션","전체관람가","0",14,105,"0",10612
"5","2",94,"한국","기타","다큐멘터리","12세이상관람가","0",221,240,"0",10610
"8","3",124,"일본","기타","애니메이션","15세이상관람가","0",4,14,"0",10574
"8","3",97,"중국","와이드 릴리즈(주)","애니메이션","전체관람가","0",17,70,"0",10566
"12","4",93,"기타","기타","드라마","전체관람가","0",3,0,"0",10560
"5","2",120,"일본","(주)영화사 진진","드라마","12세이상관람가","1",34,455,"0",10557
"8","3",94,"미국","기타","공포","청소년관람불가","0",377,573,"0",10555
"4","2",101,"한국","기타","다큐멘터리","12세이상관람가","0",272,235,"0",10516
"3","1",91,"일본","기타","범죄","청소년관람불가","0",3,0,"0",10502
"9","3",105,"스페인","기타","드라마","15세이상관람가","0",224,319,"0",10488
"12","4",120,"미국","(주)팝엔터테인먼트","드라마","15세이상관람가","0",9,118,"0",10487
"3","1",92,"중국","기타","애니메이션","전체관람가","0",36,80,"0",10483
"5","2",123,"기타","기타","드라마","15세이상관람가","0",35,170,"0",10436
"9","3",122,"일본","기타","드라마","전체관람가","0",195,590,"0",10408
"1","1",89,"미국","기타","코미디","12세이상관람가","0",250,0,"0",10379
"1","1",131,"기타","기타","드라마","청소년관람불가","0",8,345,"0",10368
"1","1",90,"미국","기타","다큐멘터리","전체관람가","0",11,0,"0",10367
"10","4",111,"미국","유니버설픽쳐스인터내셔널 코리아(유)","드라마","12세이상관람가","0",10,183,"0",10366
"10","4",101,"미국","기타","멜로","15세이상관람가","0",80,0,"0",10328
"12","4",75,"영국","와이드 릴리즈(주)","애니메이션","전체관람가","0",8,31,"0",10315
"11","4",127,"영국","기타","다큐멘터리","청소년관람불가","0",116,465,"0",10278
"3","1",119,"미국","기타","드라마","청소년관람불가","0",27,263,"0",10261
"2","1",101,"한국","기타","다큐멘터리","전체관람가","0",26,0,"0",10169
"1","1",84,"한국","기타","다큐멘터리","12세이상관람가","0",10,409,"0",10145
"5","2",121,"한국","기타","드라마","청소년관람불가","0",60,614,"0",10141
"8","3",121,"한국","기타","다큐멘터리","전체관람가","0",25,227,"0",10138
"7","3",109,"미국","기타","드라마","12세이상관람가","0",16,123,"0",10119
"5","2",107,"기타","기타","스릴러","청소년관람불가","0",4,194,"0",10113
"3","1",112,"일본","기타","드라마","15세이상관람가","0",27,543,"0",10103
"9","3",111,"한국","기타","멜로","15세이상관람가","0",20,478,"0",10101
"11","4",125,"독일","기타","드라마","15세이상관람가","0",2,39,"0",10098
"7","3",106,"한국","와이드 릴리즈(주)","드라마","전체관람가","0",67,171,"0",10094
"11","4",95,"한국","기타","코미디","전체관람가","0",17,0,"0",10091
"1","1",134,"캐나다","기타","멜로","청소년관람불가","0",1,0,"0",10075
"10","4",106,"미국","기타","스릴러","15세이상관람가","0",83,108,"0",10074
"2","1",112,"일본","기타","드라마","전체관람가","0",66,248,"0",10046
"3","1",91,"한국","기타","드라마","15세이상관람가","0",443,4474,"0",10039
"8","3",107,"이탈리아","기타","드라마","12세이상관람가","0",38,129,"0",10031
"7","3",82,"대만","기타","드라마","전체관람가","0",9,0,"0",10023
"11","4",82,"미국","기타","애니메이션","전체관람가","0",33,0,"0",10023
"5","2",115,"한국","기타","드라마","12세이상관람가","0",44,0,"0",9998
"10","4",91,"기타","기타","드라마","15세이상관람가","0",42,0,"0",9994
"7","3",94,"영국","기타","드라마","12세이상관람가","0",21,254,"0",9966
"5","2",94,"영국","(주)영화사 진진","애니메이션","12세이상관람가","0",5,88,"0",9952
"4","2",127,"영국","기타","드라마","15세이상관람가","0",43,0,"1",9898
"5","2",62,"인도","(주)팝엔터테인먼트","애니메이션","전체관람가","0",6,64,"0",9891
"11","4",92,"미국","기타","코미디","15세이상관람가","0",58,391,"0",9851
"1","1",93,"아일랜드","(주)영화사 진진","애니메이션","전체관람가","0",203,928,"0",9826
"12","4",89,"한국","기타","공연","전체관람가","0",51,1309,"0",9817
"3","1",80,"한국","기타","멜로","청소년관람불가","0",3,0,"0",9814
"2","1",96,"기타","기타","드라마","전체관람가","0",5,0,"0",9792
"3","1",82,"미국","기타","애니메이션","전체관람가","0",6,20,"0",9781
"8","3",86,"독일","기타","애니메이션","전체관람가","0",11,0,"0",9753
"9","3",97,"영국","기타","공포","15세이상관람가","0",167,305,"0",9736
"7","3",117,"노르웨이","기타","드라마","12세이상관람가","0",16,245,"0",9732
"5","2",107,"미국","기타","액션","15세이상관람가","0",69,745,"1",9717
"7","3",92,"대만","기타","공포","15세이상관람가","1",166,675,"0",9710
"8","3",89,"프랑스","(주)영화사 진진","다큐멘터리","전체관람가","0",3,254,"0",9669
"11","4",92,"미국","기타","뮤지컬","15세이상관람가","0",80,0,"0",9662
"3","1",65,"프랑스","기타","애니메이션","전체관람가","0",26,315,"0",9644
"11","4",65,"스웨덴","(주)팝엔터테인먼트","애니메이션","전체관람가","0",43,74,"0",9628
"5","2",85,"프랑스","기타","코미디","전체관람가","0",93,0,"0",9620
"4","2",95,"미국","기타","드라마","15세이상관람가","0",3,134,"0",9593
"11","4",116,"한국","기타","멜로","청소년관람불가","0",106,711,"0",9579
"3","1",109,"중국","(주)박수엔터테인먼트","액션","15세이상관람가","0",1,0,"0",9575
"3","1",141,"러시아","기타","가족","청소년관람불가","0",24,189,"0",9569
"11","4",100,"한국","기타","드라마","청소년관람불가","0",30,210,"0",9566
"1","1",101,"기타","기타","멜로","15세이상관람가","0",176,576,"0",9558
"3","1",90,"중국","(주)팝엔터테인먼트","판타지","전체관람가","0",6,15,"0",9556
"5","2",90,"중국","기타","애니메이션","전체관람가","0",74,128,"0",9544
"11","4",90,"한국","기타","다큐멘터리","전체관람가","0",22,230,"0",9533
"5","2",81,"미국","(주)팝엔터테인먼트","액션","청소년관람불가","0",277,0,"0",9518
"7","3",75,"러시아","(주)박수엔터테인먼트","애니메이션","전체관람가","0",10,29,"0",9501
"2","1",111,"일본","(주)영화사 진진","드라마","12세이상관람가","0",17,314,"1",9500
"9","3",100,"한국","기타","드라마","전체관람가","0",87,0,"0",9488
"3","1",97,"프랑스","기타","드라마","12세이상관람가","0",257,0,"0",9483
"1","1",99,"한국","(주)팝엔터테인먼트","멜로","청소년관람불가","0",261,0,"0",9469
"6","2",88,"미국","기타","공포","15세이상관람가","0",459,0,"0",9442
"4","2",68,"한국","기타","드라마","15세이상관람가","0",160,888,"0",9430
"7","3",87,"기타","와이드 릴리즈(주)","애니메이션","전체관람가","0",12,28,"0",9406
"9","3",98,"영국","기타","공포","15세이상관람가","0",74,479,"0",9389
"7","3",69,"한국","(주)박수엔터테인먼트","애니메이션","전체관람가","0",82,1476,"0",9381
"4","2",109,"한국","씨제이이앤엠(주)","멜로","12세이상관람가","0",404,1523,"0",9368
"3","1",97,"프랑스","기타","멜로","청소년관람불가","0",33,72,"0",9357
"10","4",80,"영국","기타","다큐멘터리","전체관람가","0",6,0,"0",9346
"12","4",99,"프랑스","기타","드라마","15세이상관람가","0",29,0,"1",9341
"3","1",105,"캐나다","기타","다큐멘터리","12세이상관람가","0",33,451,"0",9314
"3","1",91,"영국","(주)영화사 진진","드라마","청소년관람불가","0",1,0,"0",9241
"3","1",95,"한국","기타","코미디","15세이상관람가","0",8,0,"0",9236
"4","2",105,"미국","기타","드라마","15세이상관람가","1",3,101,"0",9233
"1","1",105,"미국","(주)팝엔터테인먼트","범죄","청소년관람불가","0",4,121,"0",9203
"10","4",105,"영국","기타","드라마","15세이상관람가","0",9,169,"0",9192
"1","1",108,"프랑스","기타","코미디","청소년관람불가","0",46,186,"0",9162
"8","3",133,"한국","기타","드라마","청소년관람불가","0",36,377,"0",9157
"4","2",103,"미국","기타","멜로","15세이상관람가","0",8,130,"0",9148
"5","2",70,"스페인","기타","애니메이션","전체관람가","0",151,112,"0",9138
"3","1",123,"미국","유니버설픽쳐스인터내셔널 코리아(유)","드라마","12세이상관람가","0",31,251,"0",9121
"2","1",97,"영국","기타","드라마","15세이상관람가","0",2,0,"0",9100
"5","2",107,"스웨덴","기타","드라마","12세이상관람가","0",5,51,"0",9080
"10","4",83,"영국","기타","액션","15세이상관람가","0",51,197,"0",9075
"7","3",87,"한국","기타","다큐멘터리","전체관람가","0",9,0,"0",9049
"3","1",104,"한국","기타","다큐멘터리","15세이상관람가","0",15,0,"0",9032
"1","1",112,"일본","기타","애니메이션","전체관람가","0",12,174,"0",9008
"6","2",126,"독일","기타","드라마","전체관람가","0",29,0,"0",8995
"2","1",124,"일본","(주)영화사 진진","드라마","15세이상관람가","0",31,411,"0",8974
"2","1",113,"미국","기타","액션","15세이상관람가","0",60,128,"0",8954
"10","4",91,"미국","(주)팝엔터테인먼트","미스터리","15세이상관람가","0",275,324,"0",8942
"9","3",119,"독일","기타","코미디","청소년관람불가","0",9,0,"0",8938
"6","2",105,"한국","기타","미스터리","청소년관람불가","0",42,343,"0",8916
"10","4",89,"한국","(주)팝엔터테인먼트","멜로","청소년관람불가","0",78,0,"0",8913
"12","4",118,"한국","기타","판타지","15세이상관람가","0",135,2178,"0",8873
"12","4",100,"프랑스","기타","드라마","12세이상관람가","0",12,178,"0",8869
"11","4",98,"스페인","기타","드라마","15세이상관람가","0",78,284,"1",8840
"8","3",93,"프랑스","기타","드라마","전체관람가","0",10,177,"0",8821
"9","3",117,"프랑스","기타","코미디","12세이상관람가","0",49,410,"0",8779
"11","4",112,"한국","기타","멜로","청소년관람불가","0",52,0,"0",8757
"11","4",236,"대만","기타","드라마","15세이상관람가","0",32,178,"1",8747
"5","2",75,"한국","기타","다큐멘터리","전체관람가","0",21,0,"0",8731
"3","1",116,"중국","기타","액션","15세이상관람가","0",119,0,"0",8722
"10","4",79,"프랑스","기타","멜로","청소년관람불가","0",26,348,"0",8721
"5","2",73,"캐나다","(주)팝엔터테인먼트","애니메이션","전체관람가","0",161,1074,"0",8705
"5","2",96,"한국","와이드 릴리즈(주)","드라마","15세이상관람가","0",59,919,"0",8697
"4","2",107,"한국","기타","멜로","15세이상관람가","0",45,978,"0",8680
"10","4",109,"프랑스","기타","드라마","15세이상관람가","1",41,0,"0",8677
"8","3",114,"미국","씨제이이앤엠(주)","드라마","전체관람가","0",39,234,"0",8665
"11","4",179,"영국","기타","공연","15세이상관람가","0",7,360,"0",8657
"3","1",116,"미국","기타","드라마","15세이상관람가","0",272,874,"0",8655
"7","3",102,"영국","(주)팝엔터테인먼트","코미디","15세이상관람가","0",6,44,"0",8648
"7","3",162,"영국","기타","드라마","청소년관람불가","0",89,187,"0",8647
"2","1",97,"중국","기타","애니메이션","전체관람가","0",59,146,"0",8638
"9","3",84,"미국","기타","애니메이션","전체관람가","0",69,188,"0",8631
"4","2",124,"미국","(주)영화사 진진","범죄","15세이상관람가","0",18,125,"0",8614
"3","1",102,"한국","기타","드라마","전체관람가","0",50,270,"0",8612
"4","2",102,"스페인","기타","드라마","15세이상관람가","0",9,0,"0",8592
"6","2",113,"홍콩","기타","액션","15세이상관람가","0",95,0,"0",8589
"8","3",112,"기타","기타","공포","15세이상관람가","0",105,0,"0",8587
"10","4",90,"일본","기타","애니메이션","12세이상관람가","0",26,559,"0",8579
"8","3",89,"프랑스","기타","코미디","12세이상관람가","0",30,0,"0",8570
"4","2",85,"프랑스","(주)팝엔터테인먼트","애니메이션","전체관람가","0",18,91,"0",8564
"3","1",89,"한국","기타","다큐멘터리","전체관람가","0",4,40,"0",8542
"11","4",122,"스페인","기타","범죄","15세이상관람가","0",19,109,"0",8506
"11","4",76,"한국","기타","다큐멘터리","전체관람가","0",192,910,"0",8505
"9","3",92,"영국","기타","미스터리","15세이상관람가","0",68,353,"1",8504
"10","4",115,"기타","(주)팝엔터테인먼트","드라마","12세이상관람가","0",20,652,"0",8497
"3","1",105,"미국","기타","드라마","15세이상관람가","0",7,0,"0",8489
"8","3",111,"스페인","기타","드라마","15세이상관람가","0",7,275,"0",8481
"9","3",102,"스웨덴","기타","코미디","12세이상관람가","0",5,0,"0",8461
"2","1",46,"일본","기타","애니메이션","전체관람가","0",30,0,"0",8397
"10","4",127,"이탈리아","기타","드라마","15세이상관람가","0",1,0,"0",8392
"12","4",63,"일본","기타","애니메이션","전체관람가","0",8,37,"0",8375
"12","4",118,"독일","기타","드라마","12세이상관람가","0",45,472,"0",8368
"11","4",129,"한국","기타","뮤지컬","전체관람가","0",2,120,"0",8350
"1","1",113,"중국","(주)팝엔터테인먼트","액션","청소년관람불가","0",17,0,"0",8350
"12","4",92,"미국","기타","판타지","12세이상관람가","0",64,284,"0",8339
"10","4",95,"한국","롯데쇼핑㈜롯데엔터테인먼트","다큐멘터리","전체관람가","0",2,0,"0",8321
"10","4",93,"기타","기타","SF","15세이상관람가","1",435,0,"0",8308
"8","3",87,"한국","기타","멜로","청소년관람불가","0",30,0,"0",8307
"10","4",100,"일본","(주)박수엔터테인먼트","공포","15세이상관람가","0",36,296,"1",8297
"5","2",100,"미국","기타","코미디","15세이상관람가","0",42,523,"0",8291
"11","4",110,"캐나다","기타","드라마","12세이상관람가","0",62,524,"0",8281
"10","4",98,"미국","기타","공포","12세이상관람가","0",100,93,"0",8272
"12","4",113,"일본","와이드 릴리즈(주)","애니메이션","전체관람가","0",12,68,"0",8262
"5","2",94,"한국","기타","다큐멘터리","전체관람가","0",29,0,"0",8253
"10","4",101,"미국","기타","코미디","청소년관람불가","0",35,243,"0",8252
"4","2",125,"미국","기타","드라마","청소년관람불가","0",3,0,"0",8252
"5","2",99,"한국","기타","가족","전체관람가","0",11,155,"0",8243
"9","3",94,"한국","기타","멜로","청소년관람불가","0",63,946,"0",8220
"3","1",156,"이탈리아","(주)영화사 진진","드라마","청소년관람불가","0",4,47,"0",8200
"2","1",79,"일본","기타","애니메이션","전체관람가","0",38,0,"0",8185
"3","1",85,"미국","기타","애니메이션","전체관람가","0",23,0,"0",8180
"3","1",81,"영국","기타","애니메이션","전체관람가","0",67,0,"0",8171
"7","3",91,"미국","기타","액션","15세이상관람가","0",263,579,"1",8153
"5","2",88,"영국","기타","코미디","전체관람가","0",87,307,"0",8149
"8","3",111,"일본","와이드 릴리즈(주)","애니메이션","전체관람가","0",108,758,"0",8145
"11","4",104,"중국","기타","멜로","15세이상관람가","0",91,1138,"0",8141
"2","1",107,"일본","기타","멜로","15세이상관람가","0",41,133,"0",8134
"5","2",113,"중국","기타","멜로","15세이상관람가","0",95,1788,"1",8108
