TOP_DIRECTOR,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,TOP_ACTOR,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
기타,11,4,46,106,한국,기타,드라마,전체관람가,기타,0,15,244,0,4687
기타,11,4,45,111,미국,기타,전쟁,15세이상관람가,기타,0,65,277,0,4682
기타,11,4,48,89,독일,기타,가족,전체관람가,기타,,21,97,0,4682
기타,10,4,43,106,영국,기타,드라마,청소년관람불가,기타,,46,434,0,4662
기타,7,3,28,101,독일,기타,드라마,15세이상관람가,기타,,46,0,0,4652
기타,9,3,36,90,미국,기타,범죄,청소년관람불가,엠마 왓슨,0,64,0,0,4641
기타,10,4,41,87,프랑스,기타,드라마,전체관람가,기타,,14,228,0,4638
기타,5,2,21,93,영국,기타,다큐멘터리,15세이상관람가,기타,0,59,735,0,4636
기타,9,3,39,95,미국,기타,다큐멘터리,12세이상관람가,기타,,2,0,0,4631
기타,6,2,26,102,미국,기타,드라마,청소년관람불가,기타,0,19,29,0,4611
기타,8,3,31,128,기타,기타,SF,15세이상관람가,기타,,5,50,0,4603
기타,11,4,47,98,덴마크,기타,가족,15세이상관람가,기타,,85,465,0,4603
기타,3,1,13,110,일본,기타,애니메이션,15세이상관람가,기타,,159,0,0,4601
기타,9,3,36,103,덴마크,기타,다큐멘터리,15세이상관람가,기타,0,24,202,0,4585
기타,2,1,7,139,프랑스,기타,뮤지컬,청소년관람불가,기타,,11,0,0,4558
기타,8,3,35,98,영국,기타,공포,15세이상관람가,기타,,2511,1451,0,4558
기타,12,4,51,98,한국,기타,드라마,12세이상관람가,기타,,11,33,0,4555
기타,3,1,11,119,독일,기타,코미디,12세이상관람가,기타,0,9,37,0,4526
기타,5,2,21,99,인도,기타,코미디,전체관람가,기타,,9,74,0,4522
기타,3,1,12,121,일본,기타,드라마,전체관람가,기타,0,39,589,1,4514
기타,8,3,34,180,프랑스,기타,다큐멘터리,전체관람가,기타,,4,286,0,4509
기타,3,1,12,86,프랑스,기타,다큐멘터리,12세이상관람가,기타,,3,0,0,4506
기타,7,3,28,93,미국,기타,액션,15세이상관람가,기타,0,53,92,0,4502
기타,10,4,40,112,영국,기타,드라마,15세이상관람가,기타,,10,113,0,4499
기타,12,4,52,80,한국,기타,멜로,청소년관람불가,기타,0,0,0,0,4490
기타,3,1,12,121,프랑스,기타,드라마,15세이상관람가,기타,0,4,48,0,4484
기타,6,2,25,106,한국,CGV아트하우스,코미디,15세이상관람가,기타,0,24,212,0,4476
기타,9,3,37,120,프랑스,기타,드라마,12세이상관람가,기타,,7,0,0,4475
기타,11,4,46,100,한국,기타,멜로,청소년관람불가,기타,0,57,388,0,4472
기타,11,4,46,133,한국,기타,드라마,15세이상관람가,기타,0,26,298,0,4465
기타,3,1,13,91,한국,기타,가족,12세이상관람가,기타,0,56,189,0,4449
기타,1,1,4,116,일본,기타,멜로,12세이상관람가,기타,0,173,1453,1,4448
기타,5,2,21,90,미국,기타,범죄,청소년관람불가,기타,,71,0,0,4443
기타,12,4,49,93,홍콩,기타,액션,15세이상관람가,기타,,119,0,0,4441
기타,12,4,52,96,한국,기타,드라마,12세이상관람가,기타,0,35,0,0,4438
기타,8,3,33,85,한국,기타,애니메이션,전체관람가,기타,,134,0,0,4434
기타,8,3,33,120,일본,기타,드라마,15세이상관람가,기타,0,150,1375,1,4392
기타,4,2,17,89,미국,기타,액션,청소년관람불가,기타,0,147,151,0,4389
기타,6,2,25,130,기타,기타,드라마,15세이상관람가,기타,0,5,167,1,4380
기타,11,4,47,104,미국,유니버설픽쳐스인터내셔널 코리아(유),뮤지컬,12세이상관람가,기타,,11,0,0,4363
기타,8,3,31,122,일본,기타,드라마,15세이상관람가,기타,,104,0,0,4352
기타,11,4,48,81,일본,기타,애니메이션,전체관람가,기타,,4,29,0,4341
기타,12,4,50,85,한국,기타,다큐멘터리,전체관람가,기타,0,51,0,0,4339
기타,3,1,13,103,프랑스,기타,코미디,15세이상관람가,기타,0,8,191,0,4339
기타,10,4,44,92,한국,기타,다큐멘터리,전체관람가,기타,0,6,0,0,4315
기타,3,1,11,143,프랑스,기타,드라마,청소년관람불가,기타,0,137,94,0,4314
기타,2,1,5,111,덴마크,기타,드라마,청소년관람불가,기타,0,25,183,0,4308
기타,1,1,4,106,기타,기타,드라마,15세이상관람가,기타,,15,0,0,4292
기타,6,2,24,101,스페인,기타,스릴러,15세이상관람가,기타,0,15,324,0,4287
기타,11,4,45,76,일본,기타,애니메이션,전체관람가,기타,,16,0,0,4277
기타,12,4,50,106,프랑스,기타,드라마,15세이상관람가,기타,,81,188,0,4273
기타,1,1,2,93,한국,기타,다큐멘터리,15세이상관람가,기타,,4,0,0,4273
기타,2,1,8,93,중국,기타,판타지,12세이상관람가,기타,,321,1347,0,4270
기타,12,4,49,96,한국,기타,드라마,청소년관람불가,기타,0,21,123,0,4266
기타,3,1,13,101,영국,판씨네마(주),드라마,15세이상관람가,기타,,45,0,0,4262
기타,8,3,32,140,일본,기타,SF,15세이상관람가,기타,,43,0,0,4247
기타,3,1,11,115,한국,기타,드라마,청소년관람불가,기타,0,45,381,0,4237
기타,4,2,17,90,프랑스,기타,코미디,12세이상관람가,기타,,48,0,0,4236
기타,4,2,17,100,한국,기타,미스터리,15세이상관람가,기타,0,38,124,0,4226
기타,4,2,14,98,한국,기타,드라마,15세이상관람가,기타,0,27,0,0,4213
기타,11,4,47,128,미국,기타,다큐멘터리,15세이상관람가,기타,0,20,64,0,4212
기타,9,3,39,113,미국,기타,다큐멘터리,15세이상관람가,기타,0,1,0,0,4205
기타,7,3,28,89,영국,기타,다큐멘터리,12세이상관람가,기타,0,13,297,0,4204
기타,8,3,34,98,한국,기타,다큐멘터리,15세이상관람가,기타,,7,178,0,4197
기타,11,4,48,111,영국,기타,코미디,15세이상관람가,기타,,19,74,0,4192
기타,5,2,20,94,한국,기타,다큐멘터리,12세이상관람가,기타,0,25,172,0,4189
기타,9,3,36,134,이탈리아,기타,범죄,청소년관람불가,기타,,34,192,0,4173
기타,4,2,17,106,이탈리아,기타,드라마,15세이상관람가,기타,,12,192,0,4162
기타,2,1,6,106,대만,기타,멜로,청소년관람불가,기타,,165,0,0,4146
기타,11,4,46,97,미국,기타,멜로,15세이상관람가,기타,,21,179,0,4126
기타,8,3,33,83,한국,기타,미스터리,청소년관람불가,기타,,10,65,0,4122
기타,10,4,43,110,미국,기타,다큐멘터리,12세이상관람가,기타,,4,125,0,4122
기타,11,4,45,89,프랑스,판씨네마(주),코미디,15세이상관람가,기타,,19,40,0,4112
기타,1,1,1,91,미국,기타,공연,전체관람가,기타,,21,99,0,4110
신카이 마코토,2,1,9,90,일본,기타,애니메이션,12세이상관람가,기타,0,497,1158,1,4105
기타,6,2,24,119,호주,기타,드라마,청소년관람불가,기타,,12,0,0,4101
기타,3,1,10,100,일본,기타,드라마,12세이상관람가,기타,0,28,0,0,4097
기타,1,1,2,101,캐나다,기타,드라마,12세이상관람가,기타,,5,0,0,4095
기타,9,3,38,121,영국,기타,어드벤처,15세이상관람가,기타,0,2,47,0,4093
기타,8,3,34,88,프랑스,기타,애니메이션,전체관람가,기타,,39,695,1,4093
기타,2,1,7,98,한국,기타,드라마,15세이상관람가,기타,0,12,277,0,4087
기타,12,4,49,70,한국,에스케이텔레콤(주),공연,전체관람가,기타,0,139,0,0,4085
기타,1,1,2,95,미국,기타,다큐멘터리,전체관람가,기타,,14,235,0,4083
기타,5,2,18,76,이탈리아,기타,드라마,12세이상관람가,기타,,163,0,0,4083
기타,4,2,17,79,한국,기타,다큐멘터리,전체관람가,기타,0,28,190,1,4074
기타,11,4,48,98,미국,기타,범죄,15세이상관람가,기타,,135,0,0,4068
기타,8,3,33,86,프랑스,기타,드라마,청소년관람불가,기타,,15,119,0,4062
기타,1,1,1,107,미국,(주)시너지하우스 (시너지),드라마,15세이상관람가,기타,,426,0,0,4060
기타,6,2,24,102,독일,기타,드라마,청소년관람불가,기타,0,29,245,0,4040
기타,4,2,14,105,미국,이십세기폭스코리아(주),드라마,15세이상관람가,앤드류 가필드,,29,0,1,4038
기타,3,1,10,90,미국,기타,액션,15세이상관람가,기타,,1,0,0,4032
기타,10,4,44,87,미국,기타,드라마,15세이상관람가,기타,,3,4,0,4030
기타,4,2,13,79,한국,기타,드라마,청소년관람불가,기타,0,16,0,0,4029
기타,7,3,29,99,한국,기타,다큐멘터리,15세이상관람가,기타,0,61,321,0,4028
기타,10,4,43,99,미국,기타,스릴러,청소년관람불가,기타,0,302,498,0,4024
기타,10,4,44,78,스페인,기타,공포,청소년관람불가,기타,,0,0,0,4006
기타,6,2,24,87,프랑스,기타,드라마,12세이상관람가,기타,0,6,157,0,4005
기타,1,1,3,83,한국,(주)인벤트스톤,범죄,청소년관람불가,기타,,1797,0,0,3996
기타,2,1,6,88,호주,기타,공포,청소년관람불가,기타,,73,224,0,3995
기타,5,2,20,114,프랑스,기타,멜로,12세이상관람가,기타,0,8,256,1,3992
기타,4,2,17,88,한국,기타,다큐멘터리,12세이상관람가,기타,0,32,163,0,3982
기타,11,4,45,119,일본,기타,드라마,12세이상관람가,기타,0,17,257,0,3965
기타,9,3,39,91,한국,기타,다큐멘터리,전체관람가,기타,0,12,291,0,3957
기타,12,4,50,104,한국,씨제이이앤엠(주),멜로,12세이상관람가,기타,0,161,0,0,3956
기타,5,2,19,86,미국,기타,멜로,청소년관람불가,기타,,25,236,0,3954
기타,1,1,4,88,영국,판씨네마(주),코미디,15세이상관람가,기타,,75,1231,0,3948
기타,6,2,26,96,기타,기타,드라마,12세이상관람가,기타,,8,72,0,3926
기타,2,1,9,92,일본,기타,애니메이션,전체관람가,기타,,77,0,0,3906
기타,8,3,35,106,일본,기타,애니메이션,15세이상관람가,기타,,89,1143,0,3902
기타,9,3,38,128,한국,유니버설픽쳐스인터내셔널 코리아(유),뮤지컬,전체관람가,기타,,32,153,0,3892
기타,9,3,35,98,미국,기타,드라마,12세이상관람가,기타,0,75,322,1,3891
기타,5,2,18,97,기타,기타,드라마,전체관람가,기타,,0,0,0,3889
기타,1,1,4,77,한국,기타,애니메이션,12세이상관람가,기타,0,190,650,0,3881
기타,4,2,17,127,일본,기타,드라마,12세이상관람가,기타,,2,0,0,3868
기타,12,4,51,69,한국,기타,다큐멘터리,전체관람가,기타,,14,153,0,3860
기타,4,2,14,119,프랑스,기타,멜로,15세이상관람가,기타,,2,100,0,3860
기타,1,1,3,104,미국,기타,액션,15세이상관람가,기타,,118,0,0,3852
기타,5,2,21,134,캐나다,기타,드라마,12세이상관람가,기타,0,127,309,0,3849
기타,2,1,8,98,미국,기타,코미디,15세이상관람가,기타,,9,75,0,3849
기타,1,1,4,87,미국,기타,코미디,청소년관람불가,기타,,31,116,0,3844
기타,8,3,32,116,미국,기타,드라마,15세이상관람가,기타,,10,0,0,3841
기타,8,3,35,111,중국,기타,드라마,청소년관람불가,기타,,66,89,0,3834
기타,4,2,15,65,한국,기타,다큐멘터리,12세이상관람가,기타,0,79,589,0,3833
기타,1,1,2,87,기타,기타,드라마,15세이상관람가,기타,,39,0,0,3833
기타,5,2,21,165,한국,기타,드라마,청소년관람불가,기타,0,21,194,0,3829
기타,3,1,12,85,한국,기타,다큐멘터리,12세이상관람가,현빈,,9,0,0,3824
기타,11,4,45,102,한국,기타,드라마,15세이상관람가,기타,0,97,0,0,3823
기타,3,1,12,102,한국,기타,다큐멘터리,전체관람가,기타,0,20,286,0,3822
기타,12,4,49,103,한국,기타,멜로,전체관람가,기타,0,47,0,0,3820
기타,7,3,28,102,한국,기타,드라마,15세이상관람가,기타,0,23,347,0,3816
기타,5,2,19,101,한국,기타,다큐멘터리,전체관람가,기타,,5,0,0,3810
기타,8,3,34,107,미국,기타,드라마,15세이상관람가,기타,,4,0,0,3794
기타,12,4,49,100,프랑스,기타,드라마,청소년관람불가,기타,,17,0,0,3788
기타,3,1,11,109,일본,기타,멜로,12세이상관람가,기타,0,64,234,1,3781
기타,3,1,13,89,한국,기타,멜로,청소년관람불가,기타,0,134,743,0,3772
기타,8,3,34,94,한국,기타,멜로,청소년관람불가,기타,0,3,100,0,3765
기타,10,4,44,129,이탈리아,기타,드라마,청소년관람불가,기타,,26,144,1,3753
기타,10,4,44,95,한국,기타,멜로,청소년관람불가,기타,0,47,305,0,3739
기타,1,1,4,109,중국,기타,액션,15세이상관람가,기타,,60,470,0,3738
기타,7,3,29,208,미국,기타,다큐멘터리,12세이상관람가,기타,,11,0,0,3737
기타,4,2,14,101,한국,기타,다큐멘터리,12세이상관람가,기타,0,2,0,0,3730
기타,9,3,37,96,영국,기타,스릴러,15세이상관람가,기타,,18,95,1,3720
기타,4,2,16,102,한국,기타,드라마,12세이상관람가,기타,0,16,200,0,3714
기타,10,4,42,109,프랑스,기타,드라마,15세이상관람가,기타,,24,0,0,3712
기타,9,3,38,94,영국,기타,액션,15세이상관람가,기타,,62,155,0,3711
기타,6,2,25,94,미국,기타,액션,15세이상관람가,기타,,6,19,0,3711
기타,7,3,27,133,미국,기타,공연,전체관람가,기타,,31,587,0,3709
기타,6,2,24,96,미국,기타,스릴러,15세이상관람가,기타,,20,0,0,3707
기타,6,2,23,120,한국,기타,드라마,15세이상관람가,기타,0,103,467,0,3705
기타,6,2,23,139,일본,기타,드라마,청소년관람불가,기타,,11,0,1,3703
기타,4,2,16,104,미국,기타,액션,청소년관람불가,기타,,76,0,0,3702
기타,12,4,50,134,일본,메가박스중앙(주)플러스엠,코미디,12세이상관람가,기타,,13,113,0,3698
기타,2,1,9,98,미국,기타,코미디,청소년관람불가,기타,0,6,54,0,3685
기타,10,4,43,98,스페인,기타,드라마,전체관람가,기타,,27,63,0,3684
기타,11,4,47,130,프랑스,기타,드라마,15세이상관람가,기타,,10,90,0,3682
기타,12,4,50,86,미국,기타,코미디,15세이상관람가,기타,,17,70,0,3679
기타,5,2,22,118,홍콩,판씨네마(주),액션,15세이상관람가,기타,0,100,228,0,3679
기타,5,2,20,79,미국,기타,액션,12세이상관람가,기타,0,3,6,0,3672
기타,5,2,21,92,아일랜드,기타,드라마,12세이상관람가,기타,,31,0,1,3656
기타,11,4,47,76,미국,기타,공포,청소년관람불가,기타,,86,61,0,3656
기타,11,4,47,105,홍콩,기타,드라마,15세이상관람가,기타,0,13,189,0,3646
기타,11,4,45,115,미국,기타,멜로,15세이상관람가,기타,,6,74,0,3640
기타,3,1,11,117,일본,기타,코미디,전체관람가,기타,,9,189,0,3640
기타,6,2,26,96,미국,기타,드라마,청소년관람불가,기타,,75,135,0,3639
기타,10,4,42,77,한국,기타,다큐멘터리,15세이상관람가,기타,0,33,0,0,3631
기타,6,2,25,85,미국,기타,미스터리,15세이상관람가,기타,0,41,55,0,3625
기타,5,2,18,104,이탈리아,기타,드라마,전체관람가,기타,,150,0,0,3624
기타,6,2,23,80,한국,기타,멜로,15세이상관람가,기타,0,2,0,0,3620
기타,3,1,10,100,기타,기타,드라마,15세이상관람가,기타,0,0,50,0,3615
기타,2,1,9,75,중국,기타,애니메이션,전체관람가,기타,,5,13,0,3610
기타,1,1,4,81,벨기에,기타,다큐멘터리,전체관람가,기타,,5,61,0,3599
기타,7,3,29,106,중국,기타,액션,15세이상관람가,기타,,7,68,0,3595
기타,5,2,18,119,이탈리아,(주)쇼박스,범죄,12세이상관람가,기타,,7,0,0,3594
기타,8,3,35,110,한국,기타,드라마,12세이상관람가,기타,0,17,66,0,3591
기타,8,3,34,95,미국,기타,액션,청소년관람불가,기타,0,5,59,0,3588
기타,10,4,43,86,일본,기타,애니메이션,12세이상관람가,기타,,24,297,0,3579
기타,9,3,38,79,미국,기타,SF,15세이상관람가,기타,,6,23,0,3576
라이언 쿠글러,1,1,3,85,미국,기타,드라마,15세이상관람가,기타,,13,0,0,3573
기타,5,2,19,102,일본,기타,애니메이션,15세이상관람가,기타,,42,0,0,3572
기타,9,3,36,63,한국,기타,다큐멘터리,전체관람가,기타,0,22,275,0,3562
기타,5,2,18,101,중국,기타,드라마,15세이상관람가,기타,,26,0,0,3551
기타,4,2,16,87,한국,기타,드라마,15세이상관람가,기타,0,17,230,0,3539
기타,4,2,15,87,한국,기타,멜로,청소년관람불가,기타,0,5,39,0,3534
기타,2,1,6,125,일본,기타,코미디,전체관람가,기타,0,6,0,0,3530
기타,11,4,48,61,독일,기타,애니메이션,전체관람가,기타,,0,23,0,3524
이병헌,6,2,26,94,한국,기타,코미디,15세이상관람가,기타,0,51,0,0,3522
기타,7,3,27,138,독일,기타,공연,전체관람가,기타,,0,0,0,3515
기타,4,2,16,144,인도,기타,SF,15세이상관람가,기타,,44,0,0,3504
기타,4,2,13,200,미국,기타,뮤지컬,12세이상관람가,기타,,0,0,0,3498
기타,10,4,43,95,프랑스,기타,드라마,15세이상관람가,기타,0,0,0,0,3495
기타,11,4,44,92,아이슬란드,기타,드라마,15세이상관람가,기타,0,38,100,0,3491
기타,4,2,17,63,일본,기타,액션,12세이상관람가,기타,,51,126,0,3488
기타,4,2,14,90,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,멜로,12세이상관람가,기타,,6,0,0,3480
기타,11,4,45,101,미국,CGV아트하우스,다큐멘터리,전체관람가,기타,,7,83,0,3472
기타,4,2,15,108,덴마크,기타,미스터리,청소년관람불가,기타,0,37,0,0,3471
기타,11,4,44,95,한국,기타,멜로,12세이상관람가,기타,0,85,0,0,3465
기타,6,2,25,96,미국,기타,액션,15세이상관람가,기타,,195,129,0,3464
기타,8,3,35,89,한국,기타,멜로,청소년관람불가,기타,0,37,0,0,3460
기타,8,3,32,96,프랑스,기타,드라마,전체관람가,기타,,75,270,0,3450
기타,12,4,52,97,아이슬란드,기타,드라마,12세이상관람가,기타,0,186,487,1,3449
기타,10,4,43,93,영국,기타,다큐멘터리,전체관람가,기타,,0,24,0,3441
