OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
4,2,15,122.0,한국,씨제이이앤엠(주),범죄,청소년관람불가,0.0,290.0,1932.0,1.0,987420
3,1,13,110.0,한국,씨제이이앤엠(주),범죄,15세이상관람가,0.0,144.0,0.0,0.0,986547
8,3,33,125.0,한국,메가박스중앙(주)플러스엠,코미디,15세이상관람가,0.0,606.0,4930.0,0.0,984265
9,3,36,95.0,미국,이십세기폭스코리아(주),코미디,전체관람가,,221.0,0.0,0.0,979739
2,1,7,117.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,12세이상관람가,0.0,460.0,0.0,0.0,979509
1,1,1,120.0,한국,(주)쇼박스,드라마,15세이상관람가,0.0,261.0,0.0,0.0,977470
11,4,47,91.0,한국,기타,스릴러,15세이상관람가,0.0,1391.0,0.0,0.0,975462
8,3,32,102.0,미국,이십세기폭스코리아(주),애니메이션,전체관람가,0.0,,,,973703
9,3,36,129.0,한국,씨제이이앤엠(주),사극,전체관람가,0.0,487.0,3583.0,0.0,971194
10,4,43,101.0,한국,(주)쇼박스,코미디,12세이상관람가,0.0,168.0,5789.0,0.0,970373
6,2,23,123.0,미국,이십세기폭스코리아(주),SF,청소년관람불가,1.0,221.0,0.0,0.0,970275
5,2,18,112.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,12세이상관람가,0.0,826.0,0.0,0.0,963634
12,4,50,151.0,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12세이상관람가,1.0,276.0,5642.0,0.0,959577
2,1,9,114.0,미국,워너브러더스 코리아(주),판타지,12세이상관람가,,143.0,0.0,0.0,956154
1,1,3,123.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,12세이상관람가,0.0,785.0,10731.0,1.0,955175
8,3,33,98.0,미국,롯데쇼핑㈜롯데엔터테인먼트,멜로,12세이상관람가,,107.0,0.0,0.0,953871
5,2,20,119.0,한국,씨제이이앤엠(주),범죄,청소년관람불가,0.0,1013.0,3041.0,0.0,951797
12,4,50,85.0,벨기에,씨제이엔터테인먼트,애니메이션,전체관람가,,202.0,0.0,0.0,946615
12,4,1,114.0,미국,기타,어드벤처,12세이상관람가,0.0,241.0,13.0,1.0,941672
5,2,20,98.0,미국,씨제이이앤엠(주),애니메이션,전체관람가,1.0,334.0,0.0,0.0,941615
6,2,22,110.0,미국,워너브러더스 코리아(주),멜로,12세이상관람가,0.0,349.0,5859.0,1.0,939658
2,1,7,110.0,한국,씨제이엔터테인먼트,스릴러,15세이상관람가,0.0,175.0,0.0,0.0,937029
3,1,13,116.0,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15세이상관람가,0.0,88.0,520.0,0.0,936431
1,1,4,77.0,한국,씨제이이앤엠(주),애니메이션,전체관람가,0.0,153.0,0.0,0.0,929985
10,4,40,98.0,미국,워너브러더스 코리아(주),공포,15세이상관람가,1.0,125.0,6159.0,0.0,925813
9,3,37,98.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,1.0,370.0,0.0,0.0,925108
9,3,37,132.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,0.0,377.0,2669.0,0.0,921317
3,1,9,126.0,미국,(주)시네마서비스,어드벤처,12세이상관람가,0.0,127.0,2439.0,0.0,918678
12,4,51,108.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,전체관람가,,228.0,0.0,0.0,918183
12,4,49,100.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,드라마,15세이상관람가,0.0,62.0,0.0,0.0,915359
12,4,52,85.0,벨기에,씨제이이앤엠(주),애니메이션,전체관람가,0.0,99.0,0.0,0.0,904145
2,1,8,123.0,영국,기타,액션,15세이상관람가,0.0,494.0,1387.0,0.0,903175
10,4,40,119.0,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,15세이상관람가,0.0,73.0,0.0,0.0,900054
7,3,30,138.0,한국,워너브러더스 코리아(주),SF,15세이상관람가,0.0,1088.0,2941.0,0.0,897548
3,1,13,100.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,,151.0,0.0,0.0,893027
9,3,36,134.0,미국,워너브러더스 코리아(주),공포,15세이상관람가,1.0,204.0,6267.0,1.0,888386
1,1,3,91.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,전체관람가,1.0,181.0,0.0,0.0,884885
1,1,2,95.0,미국,씨제이엔터테인먼트,애니메이션,전체관람가,1.0,196.0,0.0,0.0,875481
8,3,31,84.0,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,0.0,25.0,205.0,0.0,874967
2,1,9,97.0,미국,이십세기폭스코리아(주),액션,15세이상관람가,,29.0,0.0,0.0,873396
11,4,47,93.0,미국,기타,액션,12세이상관람가,1.0,609.0,0.0,0.0,873079
7,3,30,84.0,한국,(주)넥스트엔터테인먼트월드(NEW),공포,15세이상관람가,,1919.0,0.0,0.0,872594
11,4,48,98.0,한국,씨제이이앤엠(주),스릴러,15세이상관람가,0.0,269.0,0.0,0.0,870785
9,3,37,110.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,전체관람가,1.0,476.0,0.0,0.0,870065
8,3,31,104.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,전체관람가,1.0,122.0,0.0,0.0,869805
5,2,22,93.0,한국,(주)쇼박스,공포,15세이상관람가,0.0,564.0,0.0,0.0,867386
11,4,48,113.0,미국,이십세기폭스코리아(주),드라마,12세이상관람가,0.0,267.0,2952.0,1.0,864757
6,2,26,109.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,0.0,105.0,2640.0,0.0,858402
3,1,11,102.0,한국,씨네그루(주)다우기술,범죄,청소년관람불가,0.0,259.0,8238.0,0.0,855980
11,4,47,122.0,미국,롯데쇼핑㈜롯데엔터테인먼트,어드벤처,15세이상관람가,1.0,439.0,14780.0,1.0,854377
2,1,7,122.0,한국,씨제이이앤엠(주),멜로,12세이상관람가,0.0,362.0,11032.0,0.0,848148
2,1,7,113.0,한국,씨제이엔터테인먼트,멜로,15세이상관람가,0.0,315.0,0.0,0.0,844103
5,2,22,129.0,한국,이십세기폭스코리아(주),드라마,15세이상관람가,0.0,512.0,2929.0,0.0,837500
3,1,10,132.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,SF,12세이상관람가,,116.0,0.0,1.0,837426
5,2,18,117.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,0.0,114.0,0.0,0.0,831804
7,3,28,107.0,한국,씨제이이앤엠(주),판타지,15세이상관람가,0.0,259.0,7780.0,0.0,827918
7,3,28,97.0,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15세이상관람가,,178.0,3097.0,0.0,825517
12,4,49,78.0,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,0.0,46.0,2730.0,0.0,824079
2,1,6,121.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,0.0,373.0,0.0,0.0,821918
9,3,37,112.0,영국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,15세이상관람가,0.0,102.0,1479.0,0.0,821419
9,3,39,122.0,미국,유니버설픽쳐스인터내셔널 코리아(유),코미디,15세이상관람가,1.0,633.0,3519.0,1.0,820995
12,4,49,,미국,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,0.0,167.0,0.0,1.0,814023
12,4,49,121.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,0.0,129.0,1575.0,1.0,809755
11,4,47,136.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,1.0,296.0,13214.0,1.0,806709
3,1,11,118.0,영국,기타,드라마,12세이상관람가,,101.0,0.0,1.0,806248
11,4,47,94.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,전체관람가,1.0,120.0,0.0,0.0,800062
11,4,46,103.0,한국,기타,드라마,12세이상관람가,0.0,8779.0,48999.0,0.0,799275
6,2,23,119.0,미국,이십세기폭스코리아(주),액션,15세이상관람가,,107.0,0.0,0.0,791173
6,2,23,106.0,한국,씨제이이앤엠(주),공포,15세이상관람가,0.0,494.0,0.0,0.0,790954
12,4,52,127.0,한국,(주)쇼박스,사극,15세이상관람가,0.0,524.0,8746.0,0.0,790158
1,1,3,130.0,미국,씨제이이앤엠(주),액션,15세이상관람가,1.0,231.0,0.0,0.0,784031
2,1,7,108.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,청소년관람불가,0.0,216.0,0.0,0.0,773996
3,1,12,99.0,미국,기타,미스터리,청소년관람불가,0.0,84.0,333.0,1.0,773649
8,3,35,122.0,한국,씨제이이앤엠(주),액션,15세이상관람가,0.0,371.0,0.0,0.0,771699
8,3,32,120.0,한국,롯데쇼핑㈜롯데엔터테인먼트,사극,12세이상관람가,0.0,93.0,0.0,0.0,768971
8,3,35,119.0,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,청소년관람불가,0.0,136.0,364.0,0.0,768442
5,2,19,109.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,0.0,112.0,523.0,0.0,765963
2,1,6,83.0,아이슬란드,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,0.0,122.0,0.0,1.0,765315
1,1,4,106.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,청소년관람불가,1.0,559.0,9388.0,0.0,765259
3,1,13,106.0,미국,롯데쇼핑㈜롯데엔터테인먼트,SF,15세이상관람가,0.0,894.0,4457.0,1.0,764072
5,2,18,101.0,미국,이십세기폭스코리아(주),애니메이션,전체관람가,1.0,1653.0,939.0,0.0,761404
11,4,45,121.0,한국,오퍼스픽쳐스(유),드라마,15세이상관람가,0.0,393.0,1700.0,0.0,757430
8,3,33,125.0,미국,이십세기폭스코리아(주),드라마,12세이상관람가,0.0,296.0,2251.0,1.0,744387
1,1,3,111.0,한국,(주)시네마서비스,액션,15세이상관람가,0.0,257.0,0.0,0.0,742475
3,1,10,97.0,미국,메가박스중앙(주)플러스엠,액션,15세이상관람가,1.0,164.0,1325.0,0.0,731551
11,4,46,123.0,한국,씨제이이앤엠(주),스릴러,청소년관람불가,0.0,536.0,0.0,0.0,731212
12,4,50,116.0,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,애니메이션,12세이상관람가,1.0,80.0,600.0,0.0,723450
9,3,37,105.0,한국,롯데컬처웍스(주)롯데엔터테인먼트,액션,15세이상관람가,0.0,331.0,1274.0,0.0,723414
10,4,41,97.0,한국,기타,드라마,15세이상관람가,0.0,84.0,690.0,0.0,720558
3,1,12,113.0,미국,월트디즈니컴퍼니코리아(주),멜로,전체관람가,0.0,168.0,4666.0,0.0,716386
6,2,25,121.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,청소년관람불가,0.0,176.0,0.0,0.0,714102
5,2,20,122.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,1.0,463.0,1984.0,0.0,709734
7,3,29,92.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,전체관람가,0.0,462.0,0.0,0.0,707748
8,3,32,125.0,한국,메가박스중앙(주)플러스엠,드라마,12세이상관람가,1.0,1739.0,7290.0,0.0,703024
5,2,20,105.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,0.0,74.0,0.0,0.0,699973
5,2,20,119.0,미국,롯데쇼핑㈜롯데엔터테인먼트,SF,12세이상관람가,0.0,357.0,2385.0,0.0,696412
9,3,36,105.0,한국,롯데쇼핑㈜롯데엔터테인먼트,멜로,15세이상관람가,0.0,200.0,0.0,0.0,693101
10,4,42,121.0,미국,유니버설픽쳐스인터내셔널 코리아(유),미스터리,15세이상관람가,,101.0,2279.0,1.0,689071
8,3,31,107.0,미국,기타,드라마,12세이상관람가,,188.0,0.0,0.0,682712
7,3,29,105.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12세이상관람가,0.0,233.0,6795.0,0.0,681945
5,2,20,97.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,1.0,84.0,2592.0,0.0,680606
7,3,30,67.0,한국,씨제이이앤엠(주),애니메이션,전체관람가,0.0,18.0,320.0,0.0,678091
2,1,7,92.0,미국,씨제이이앤엠(주),애니메이션,전체관람가,1.0,164.0,2126.0,0.0,675966
7,3,27,106.0,한국,(주)넥스트엔터테인먼트월드(NEW),공포,15세이상관람가,0.0,645.0,0.0,0.0,670295
1,1,1,116.0,미국,유니버설픽쳐스인터내셔널 코리아(유),어드벤처,12세이상관람가,0.0,188.0,3472.0,0.0,668576
10,4,42,141.0,미국,유니버설픽쳐스인터내셔널 코리아(유),SF,12세이상관람가,0.0,87.0,473.0,1.0,665364
2,1,6,90.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,애니메이션,전체관람가,,251.0,0.0,1.0,665096
10,4,41,110.0,독일,롯데쇼핑㈜롯데엔터테인먼트,액션,12세이상관람가,,117.0,0.0,0.0,657564
11,4,48,106.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,15세이상관람가,0.0,440.0,8738.0,1.0,654407
2,1,8,103.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,12세이상관람가,0.0,124.0,0.0,1.0,654386
12,4,1,113.0,미국,롯데쇼핑㈜롯데엔터테인먼트,SF,12세이상관람가,0.0,1126.0,0.0,1.0,654212
1,1,2,103.0,한국,(주)쇼박스,멜로,15세이상관람가,0.0,284.0,8071.0,0.0,652453
7,3,30,87.0,프랑스,롯데쇼핑㈜롯데엔터테인먼트,다큐멘터리,전체관람가,,112.0,0.0,0.0,650994
4,2,15,114.0,한국,메가박스중앙(주)플러스엠,코미디,12세이상관람가,0.0,1100.0,5211.0,1.0,646412
6,2,26,92.0,한국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,0.0,392.0,5209.0,0.0,645922
7,3,30,96.0,미국,이십세기폭스코리아(주),애니메이션,전체관람가,1.0,228.0,0.0,0.0,645191
8,3,31,109.0,일본,기타,애니메이션,전체관람가,1.0,1263.0,0.0,0.0,644216
11,4,46,132.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,드라마,12세이상관람가,0.0,61.0,0.0,1.0,641099
5,2,22,127.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12세이상관람가,,270.0,0.0,0.0,636631
3,1,10,108.0,한국,(주)넥스트엔터테인먼트월드(NEW),스릴러,청소년관람불가,0.0,738.0,3993.0,0.0,634953
1,1,2,120.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,0.0,507.0,0.0,0.0,632299
2,1,5,116.0,미국,유니버설픽쳐스인터내셔널 코리아(유),SF,12세이상관람가,0.0,1465.0,2339.0,1.0,629322
12,4,53,122.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,12세이상관람가,0.0,403.0,13233.0,1.0,628576
7,3,29,100.0,일본,기타,애니메이션,전체관람가,1.0,928.0,0.0,0.0,628423
9,3,39,95.0,미국,워너브러더스 코리아(주),드라마,12세이상관람가,0.0,277.0,2082.0,1.0,627102
1,1,3,113.0,스페인,롯데쇼핑㈜롯데엔터테인먼트,액션,12세이상관람가,,307.0,0.0,0.0,622572
11,4,47,97.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,애니메이션,전체관람가,,135.0,0.0,0.0,622286
12,4,52,78.0,러시아,씨네그루(주)다우기술,애니메이션,전체관람가,1.0,114.0,4126.0,0.0,618598
10,4,43,109.0,미국,이십세기폭스코리아(주),SF,12세이상관람가,0.0,117.0,0.0,0.0,616943
10,4,43,125.0,한국,롯데쇼핑㈜롯데엔터테인먼트,스릴러,15세이상관람가,0.0,276.0,2717.0,0.0,616481
11,4,48,118.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,1.0,176.0,1974.0,1.0,612328
6,2,25,115.0,한국,(주)넥스트엔터테인먼트월드(NEW),액션,15세이상관람가,0.0,141.0,0.0,1.0,611685
9,3,39,111.0,한국,롯데쇼핑㈜롯데엔터테인먼트,전쟁,12세이상관람가,0.0,1102.0,4085.0,0.0,609063
3,1,12,114.0,미국,(주)싸이더스,드라마,15세이상관람가,,107.0,0.0,1.0,606841
4,2,14,142.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,1.0,409.0,0.0,0.0,606531
11,4,47,115.0,한국,(주)싸이더스,코미디,15세이상관람가,0.0,237.0,0.0,0.0,605224
9,3,36,104.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,청소년관람불가,0.0,75.0,0.0,0.0,602967
12,4,51,87.0,미국,이십세기폭스코리아(주),액션,전체관람가,,84.0,0.0,0.0,599963
4,2,14,107.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,0.0,149.0,0.0,1.0,599176
6,2,23,116.0,한국,씨제이이앤엠(주),액션,청소년관람불가,0.0,377.0,2136.0,0.0,599050
8,3,35,105.0,미국,(주)시너지하우스 (시너지),액션,15세이상관람가,,50.0,0.0,0.0,598373
1,1,2,94.0,독일,(주)싸이더스,애니메이션,전체관람가,,435.0,0.0,0.0,597142
10,4,40,105.0,미국,(주)넥스트엔터테인먼트월드(NEW),멜로,12세이상관람가,0.0,76.0,0.0,0.0,593630
6,2,24,104.0,한국,기타,액션,청소년관람불가,0.0,305.0,2734.0,0.0,592041
2,1,8,102.0,미국,롯데쇼핑㈜롯데엔터테인먼트,범죄,15세이상관람가,0.0,45.0,0.0,0.0,591841
11,4,45,114.0,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,15세이상관람가,0.0,2220.0,39795.0,1.0,591125
7,3,29,89.0,영국,씨네그루(주)키다리이엔티,스릴러,15세이상관람가,,283.0,3483.0,0.0,590036
1,1,2,179.0,미국,기타,범죄,청소년관람불가,0.0,165.0,0.0,0.0,585082
9,3,37,121.0,한국,(주)시네마서비스,코미디,15세이상관람가,0.0,131.0,0.0,0.0,583183
7,3,29,107.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,드라마,전체관람가,0.0,115.0,0.0,0.0,582698
5,2,19,112.0,미국,워너브러더스 코리아(주),드라마,15세이상관람가,,171.0,0.0,0.0,582126
12,4,52,106.0,프랑스,씨네그루(주)다우기술,애니메이션,전체관람가,0.0,227.0,4537.0,0.0,579130
12,4,49,105.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),공포,15세이상관람가,,228.0,0.0,0.0,577758
5,2,18,108.0,미국,롯데쇼핑㈜롯데엔터테인먼트,판타지,전체관람가,,112.0,0.0,0.0,576150
1,1,5,78.0,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,0.0,20.0,107.0,0.0,575353
3,1,11,120.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,,253.0,2671.0,0.0,573657
9,3,37,129.0,미국,롯데쇼핑㈜롯데엔터테인먼트,판타지,15세이상관람가,,238.0,0.0,0.0,571074
10,4,41,119.0,미국,기타,SF,청소년관람불가,0.0,43.0,0.0,0.0,570010
12,4,50,,미국,이십세기폭스코리아(주),애니메이션,전체관람가,,144.0,0.0,0.0,569773
6,2,26,131.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,15세이상관람가,,167.0,0.0,0.0,569500
2,1,5,116.0,한국,롯데쇼핑㈜롯데엔터테인먼트,가족,12세이상관람가,0.0,275.0,0.0,0.0,562156
3,1,11,99.0,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,15세이상관람가,,30.0,116.0,0.0,561812
9,3,36,111.0,미국,기타,드라마,12세이상관람가,,315.0,2473.0,0.0,560620
5,2,20,105.0,아일랜드,기타,드라마,15세이상관람가,0.0,351.0,1449.0,0.0,560578
9,3,37,95.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,청소년관람불가,1.0,162.0,0.0,0.0,558433
1,1,5,103.0,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,공포,15세이상관람가,,97.0,2653.0,0.0,554521
7,3,29,94.0,미국,이십세기폭스코리아(주),애니메이션,전체관람가,1.0,147.0,2266.0,0.0,553760
12,4,51,89.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,,25.0,292.0,0.0,552962
8,3,35,97.0,미국,(주)제이앤씨미디어그룹,액션,15세이상관람가,1.0,105.0,2497.0,0.0,551897
7,3,30,96.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,0.0,175.0,5836.0,0.0,550728
12,4,52,93.0,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,0.0,46.0,192.0,0.0,550059
11,4,45,110.0,한국,롯데쇼핑㈜롯데엔터테인먼트,멜로,12세이상관람가,0.0,689.0,0.0,0.0,540972
4,2,15,110.0,한국,기타,다큐멘터리,15세이상관람가,0.0,299.0,945.0,0.0,540558
3,1,10,117.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,1.0,93.0,279.0,0.0,540410
5,2,22,100.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),SF,12세이상관람가,0.0,265.0,0.0,0.0,537920
12,4,49,102.0,일본,CGV아트하우스,애니메이션,전체관람가,0.0,148.0,4379.0,1.0,535354
1,1,1,107.0,미국,이십세기폭스코리아(주),애니메이션,전체관람가,0.0,150.0,835.0,1.0,533776
3,1,10,108.0,한국,씨제이이앤엠(주),미스터리,청소년관람불가,0.0,610.0,0.0,0.0,531953
5,2,20,147.0,한국,CGV아트하우스,미스터리,청소년관람불가,0.0,6249.0,10341.0,1.0,528153
9,3,36,133.0,한국,(주)쇼박스,드라마,12세이상관람가,0.0,210.0,0.0,0.0,528149
3,1,13,123.0,한국,씨제이이앤엠(주),스릴러,15세이상관람가,0.0,514.0,5888.0,1.0,528007
8,3,33,113.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,,173.0,376.0,0.0,527331
1,1,2,112.0,미국,이십세기폭스코리아(주),멜로,청소년관람불가,,201.0,0.0,0.0,527077
3,1,11,113.0,한국,롯데쇼핑㈜롯데엔터테인먼트,스릴러,청소년관람불가,0.0,562.0,83.0,0.0,526282
4,2,15,90.0,미국,롯데쇼핑㈜롯데엔터테인먼트,공포,15세이상관람가,,71.0,213.0,0.0,526073
7,3,29,110.0,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,1.0,811.0,0.0,0.0,524914
2,1,7,113.0,미국,워너브러더스 코리아(주),드라마,15세이상관람가,,68.0,0.0,1.0,522794
3,1,10,108.0,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,청소년관람불가,0.0,267.0,6556.0,0.0,519983
9,3,37,106.0,미국,이십세기폭스코리아(주),판타지,12세이상관람가,1.0,537.0,0.0,0.0,519584
1,1,2,123.0,미국,롯데쇼핑㈜롯데엔터테인먼트,스릴러,15세이상관람가,0.0,596.0,1400.0,0.0,518886
12,4,49,99.0,미국,월트디즈니컴퍼니코리아 유한책임회사,판타지,전체관람가,0.0,31.0,565.0,0.0,518272
11,4,46,120.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,드라마,15세이상관람가,0.0,97.0,0.0,1.0,517286
8,3,34,116.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12세이상관람가,0.0,338.0,2374.0,0.0,515522
8,3,34,88.0,미국,에스케이텔레콤(주),액션,청소년관람불가,,178.0,0.0,0.0,515074
7,3,30,123.0,미국,씨제이이앤엠(주),액션,12세이상관람가,,159.0,0.0,0.0,514417
9,3,36,112.0,미국,월트디즈니컴퍼니코리아(주),어드벤처,12세이상관람가,1.0,523.0,7616.0,0.0,513202
8,3,35,136.0,프랑스,판씨네마(주),액션,12세이상관람가,,311.0,4415.0,1.0,511931
12,4,52,88.0,일본,기타,애니메이션,전체관람가,0.0,93.0,0.0,0.0,510996
11,4,46,129.0,한국,(주)쇼박스,드라마,12세이상관람가,0.0,395.0,12208.0,0.0,510878
9,3,39,139.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,드라마,15세이상관람가,,31.0,0.0,1.0,509623
12,4,51,97.0,일본,기타,애니메이션,전체관람가,1.0,316.0,3695.0,0.0,509555
8,3,31,111.0,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,1.0,738.0,18126.0,0.0,507508
2,1,7,116.0,한국,(주)쇼박스,코미디,15세이상관람가,0.0,1106.0,0.0,0.0,507257
2,1,8,123.0,미국,이십세기폭스코리아(주),어드벤처,청소년관람불가,0.0,108.0,1623.0,1.0,506261
2,1,7,94.0,일본,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,1.0,202.0,14244.0,0.0,503516
2,1,7,103.0,미국,유니버설픽쳐스인터내셔널 코리아(유),판타지,12세이상관람가,0.0,628.0,1501.0,0.0,501286
2,1,9,133.0,미국,판씨네마(주),드라마,15세이상관람가,0.0,786.0,0.0,1.0,498004
6,2,25,118.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,0.0,91.0,0.0,0.0,497880
12,4,51,114.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,12세이상관람가,0.0,770.0,0.0,0.0,492773
6,2,23,95.0,한국,롯데쇼핑㈜롯데엔터테인먼트,미스터리,15세이상관람가,1.0,743.0,0.0,0.0,492465
11,4,44,108.0,한국,(주)쇼박스,코미디,15세이상관람가,0.0,102.0,0.0,0.0,491207
10,4,41,135.0,미국,워너브러더스 코리아(주),드라마,15세이상관람가,0.0,34.0,218.0,0.0,490957
10,4,40,103.0,미국,월트디즈니컴퍼니코리아 유한책임회사,어드벤처,전체관람가,,51.0,480.0,0.0,490307
11,4,44,111.0,미국,기타,액션,15세이상관람가,1.0,78.0,0.0,0.0,489855
2,1,6,115.0,한국,기타,드라마,12세이상관람가,0.0,4123.0,0.0,0.0,489409
7,3,28,108.0,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,전체관람가,1.0,273.0,3006.0,0.0,487916
11,4,44,125.0,한국,씨제이이앤엠(주),드라마,15세이상관람가,0.0,318.0,5381.0,0.0,487897
4,2,15,120.0,한국,롯데쇼핑㈜롯데엔터테인먼트,사극,15세이상관람가,0.0,2064.0,9015.0,0.0,485083
5,2,20,116.0,한국,기타,가족,15세이상관람가,0.0,465.0,6385.0,0.0,480987
7,3,27,90.0,한국,기타,미스터리,15세이상관람가,0.0,182.0,3750.0,0.0,480528
1,1,5,106.0,한국,(주)쇼박스,코미디,12세이상관람가,0.0,1181.0,0.0,0.0,480361
4,2,16,108.0,한국,(주)싸이더스,드라마,전체관람가,0.0,258.0,0.0,0.0,478822
1,1,5,85.0,한국,(주)싸이더스,애니메이션,전체관람가,1.0,404.0,0.0,0.0,478392
1,1,4,117.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,12세이상관람가,0.0,821.0,5859.0,0.0,476665
2,1,6,106.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,1.0,323.0,1709.0,0.0,475309
7,3,27,122.0,한국,메가박스중앙(주)플러스엠,드라마,15세이상관람가,0.0,169.0,1025.0,0.0,474137
4,2,18,118.0,한국,롯데쇼핑㈜롯데엔터테인먼트,멜로,15세이상관람가,1.0,364.0,2757.0,0.0,472693
12,4,52,83.0,남아프리카공화국,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,,76.0,0.0,0.0,472692
6,2,24,112.0,미국,씨제이이앤엠(주),SF,12세이상관람가,,171.0,0.0,0.0,472118
